"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001101","GO:0001101","response to acid chemical","5/9","354/21077",1.54916696819276e-07,9.43442683629389e-05,4.20721134519717e-05,"Dnmt3b/Pou5f1/Sox2/Klf2/Lefty1",5
"GO:0019827","GO:0019827","stem cell population maintenance","4/9","166/21077",4.53411431454849e-07,0.000101249971567817,4.51516596050417e-05,"Esrrb/Pou5f1/Sox2/Fgf4",4
"GO:0098727","GO:0098727","maintenance of cell number","4/9","170/21077",4.9876833284639e-07,0.000101249971567817,4.51516596050417e-05,"Esrrb/Pou5f1/Sox2/Fgf4",4
"GO:0048863","GO:0048863","stem cell differentiation","4/9","230/21077",1.66757032184939e-06,0.00025388758150157,0.000113219248167669,"Esrrb/Jarid2/Pou5f1/Sox2",4
"GO:0032526","GO:0032526","response to retinoic acid","3/9","85/21077",5.22490654846348e-06,0.000636393617602852,0.000283794924106017,"Pou5f1/Sox2/Lefty1",3
"GO:0001711","GO:0001711","endodermal cell fate commitment","2/9","15/21077",1.69697111027674e-05,0.00172242567693089,0.000768102713072631,"Pou5f1/Sox2",2
"GO:0051302","GO:0051302","regulation of cell division","3/9","159/21077",3.42273748191478e-05,0.00265040299420563,0.00118192718434889,"Esrrb/Pou5f1/Fgf4",3
"GO:0006346","GO:0006346","methylation-dependent chromatin silencing","2/9","23/21077",4.08165369277548e-05,0.00265040299420563,0.00118192718434889,"Dnmt3b/Pou5f1",2
"GO:0007369","GO:0007369","gastrulation","3/9","171/21077",4.25240137846197e-05,0.00265040299420563,0.00118192718434889,"Pou5f1/Sox2/Lefty1",3
"GO:0031061","GO:0031061","negative regulation of histone methylation","2/9","24/21077",4.45172698601501e-05,0.00265040299420563,0.00118192718434889,"Dnmt3b/Jarid2",2
"GO:0001829","GO:0001829","trophectodermal cell differentiation","2/9","25/21077",4.83776202534322e-05,0.00265040299420563,0.00118192718434889,"Esrrb/Pou5f1",2
"GO:0051570","GO:0051570","regulation of histone H3-K9 methylation","2/9","26/21077",5.23974814912115e-05,0.00265040299420563,0.00118192718434889,"Dnmt3b/Jarid2",2
"GO:0035987","GO:0035987","endodermal cell differentiation","2/9","27/21077",5.65767470027474e-05,0.00265040299420563,0.00118192718434889,"Pou5f1/Sox2",2
"GO:1902275","GO:1902275","regulation of chromatin organization","3/9","199/21077",6.67850026188668e-05,0.00285033779242736,0.00127108659657119,"Dnmt3b/Jarid2/Pou5f1",3
"GO:0001832","GO:0001832","blastocyst growth","2/9","31/21077",7.4885721968535e-05,0.00285033779242736,0.00127108659657119,"Esrrb/Pou5f1",2
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","2/9","31/21077",7.4885721968535e-05,0.00285033779242736,0.00127108659657119,"Pou5f1/Sox2",2
"GO:0001706","GO:0001706","endoderm formation","2/9","33/21077",8.49938676074567e-05,0.00304478031605536,0.0013577967704473,"Pou5f1/Sox2",2
"GO:0051567","GO:0051567","histone H3-K9 methylation","2/9","35/21077",9.57366515139894e-05,0.00323909004288998,0.00144444772459703,"Dnmt3b/Jarid2",2
