"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04350","mmu04350","TGF-beta signaling pathway","2/4","95/8657",0.000704816526219543,0.00699603763565393,0.00368212507139681,"13590/18741",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/13590/18741"")"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","2/4","138/8657",0.00148226176593778,0.00699603763565393,0.00368212507139681,"14183/13590",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/14183/13590"")"
"mmu05226","mmu05226","Gastric cancer","2/4","150/8657",0.00174900940891348,0.00699603763565393,0.00368212507139681,"14183/12591",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14183/12591"")"
"mmu05230","mmu05230","Central carbon metabolism in cancer","1/4","67/8657",0.030605309108749,0.0864282833872553,0.0454885702038186,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05230/14183"")"
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","1/4","79/8657",0.0360117847446897,0.0864282833872553,0.0454885702038186,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu01521/14183"")"
"mmu05215","mmu05215","Prostate cancer","1/4","99/8657",0.0449722838479227,0.0899445676958455,0.0473392461557081,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05215/14183"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/4","214/8657",0.0952890314964284,0.137307903354845,0.0722673175551816,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14183"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/4","216/8657",0.096146120414332,0.137307903354845,0.0722673175551816,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14183"")"
"mmu04014","mmu04014","Ras signaling pathway","1/4","232/8657",0.102980927516134,0.137307903354845,0.0722673175551816,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14183"")"
"mmu04144","mmu04144","Endocytosis","1/4","269/8657",0.118637919769905,0.140836709355312,0.074124583871217,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04144/14183"")"
"mmu04010","mmu04010","MAPK signaling pathway","1/4","294/8657",0.129100316909036,0.140836709355312,0.074124583871217,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14183"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","1/4","355/8657",0.154237604533481,0.154237604533481,0.0811776865965689,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14183"")"
