"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","8/12","138/8657",1.59580978484763e-12,6.86198207484481e-11,5.03939932057147e-11,"12159/26380/14183/16468/16600/18999/13590/17869",8,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/12159/26380/14183/16468/16600/18999/13590/17869"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","4/12","95/8657",6.29841377767058e-06,0.000135415896219918,9.94486385947987e-05,"12159/17130/13590/17869",4,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/12159/17130/13590/17869"")"
"mmu05226","mmu05226","Gastric cancer","4/12","150/8657",3.84729692817336e-05,0.000551445893038182,0.000404978624018249,"14183/12591/14175/17869",4,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14183/12591/14175/17869"")"
"mmu05230","mmu05230","Central carbon metabolism in cancer","2/12","67/8657",0.00370452884494575,0.0398236850831669,0.0292462803548349,"14183/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05230/14183/17869"")"
"mmu04010","mmu04010","MAPK signaling pathway","3/12","294/8657",0.00679048085748212,0.0583981353743462,0.0428872475209397,"14183/14175/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14183/14175/17869"")"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","2/12","118/8657",0.011120711665392,0.0701064163557473,0.0514857402857385,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04919/12159/17869"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","3/12","355/8657",0.0114126724300054,0.0701064163557473,0.0514857402857385,"14183/14175/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14183/14175/17869"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/12","144/8657",0.0162583327147877,0.0793812172443185,0.058297099567431,"12159/16598",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159/16598"")"
"mmu05224","mmu05224","Breast cancer","2/12","147/8657",0.0169061809889677,0.0793812172443185,0.058297099567431,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175/17869"")"
"mmu04390","mmu04390","Hippo signaling pathway","2/12","154/8657",0.0184607481963531,0.0793812172443185,0.058297099567431,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/12159/17869"")"
"mmu04015","mmu04015","Rap1 signaling pathway","2/12","214/8657",0.0341035928186186,0.124313662489941,0.0912952233708258,"14183/14175",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14183/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","2/12","216/8657",0.0346921848809138,0.124313662489941,0.0912952233708258,"14183/14175",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14183/14175"")"
"mmu04014","mmu04014","Ras signaling pathway","2/12","232/8657",0.0395459278932678,0.130805761493117,0.0960629827366829,"14183/14175",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14183/14175"")"
"mmu05216","mmu05216","Thyroid cancer","1/12","37/8657",0.0501304732800721,0.15397216793165,0.11307625551896,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05216/17869"")"
"mmu05219","mmu05219","Bladder cancer","1/12","41/8657",0.0554096520810607,0.158841002632374,0.116651899118023,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05219/17869"")"
"mmu05213","mmu05213","Endometrial cancer","1/12","58/8657",0.0775474736083603,0.208408835322468,0.153054224227027,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05213/17869"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/12","63/8657",0.0839674872793024,0.212388350177059,0.15597675655598,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05221","mmu05221","Acute myeloid leukemia","1/12","70/8657",0.0928867102769647,0.213438288965272,0.156747825433492,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05221/17869"")"
"mmu05218","mmu05218","Melanoma","1/12","72/8657",0.0954203976085835,0.213438288965272,0.156747825433492,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu05220","mmu05220","Chronic myeloid leukemia","1/12","76/8657",0.100468321310159,0.213438288965272,0.156747825433492,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05220/17869"")"
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","1/12","79/8657",0.104237303913272,0.213438288965272,0.156747825433492,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu01521/14183"")"
"mmu04012","mmu04012","ErbB signaling pathway","1/12","84/8657",0.110486786844222,0.21572181895283,0.158424836440267,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04012/17869"")"
"mmu05210","mmu05210","Colorectal cancer","1/12","88/8657",0.115457568670668,0.21572181895283,0.158424836440267,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05210/17869"")"
"mmu05222","mmu05222","Small cell lung cancer","1/12","92/8657",0.120402875694603,0.21572181895283,0.158424836440267,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05222/17869"")"
"mmu05215","mmu05215","Prostate cancer","1/12","99/8657",0.128996221117469,0.221873500322046,0.16294259509575,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05215/14183"")"
"mmu04110","mmu04110","Cell cycle","1/12","123/8657",0.157878242714607,0.261106324489542,0.191754950665514,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04110/17869"")"
"mmu04068","mmu04068","FoxO signaling pathway","1/12","131/8657",0.167308730689051,0.266454645171452,0.195682725952107,"16598",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04068/16598"")"
"mmu04371","mmu04371","Apelin signaling pathway","1/12","137/8657",0.174317958275911,0.267702578780863,0.196599201063058,"16598",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04371/16598"")"
"mmu05160","mmu05160","Hepatitis C","1/12","160/8657",0.200688601749188,0.277240072847714,0.203603480671516,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05160/17869"")"
"mmu04310","mmu04310","Wnt signaling pathway","1/12","162/8657",0.202944816281152,0.277240072847714,0.203603480671516,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04310/17869"")"
