"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044798","GO:0044798","nuclear transcription factor complex","4/10","204/21319",1.63428441878231e-06,4.57599637259048e-05,2.40841914346867e-05,"Klf4/Pou5f1/Sox2/Tcf3",4
"GO:0005667","GO:0005667","transcription factor complex","4/10","423/21319",2.91890542968517e-05,0.000408646760155924,0.000215077242187329,"Klf4/Pou5f1/Sox2/Tcf3",4
"GO:0000790","GO:0000790","nuclear chromatin","3/10","402/21319",0.000723619586514699,0.00675378280747053,0.00355462253024765,"Klf4/Pou5f1/Tcf3",3
"GO:0035098","GO:0035098","ESC/E(Z) complex","1/10","16/21319",0.00748132052060668,0.047112435208202,0.0247960185306326,"Jarid2",1
"GO:0032039","GO:0032039","integrator complex","1/10","18/21319",0.0084129348586075,0.047112435208202,0.0247960185306326,"Esrrb",1
"GO:0005719","GO:0005719","nuclear euchromatin","1/10","35/21319",0.0162999381239111,0.067925490452197,0.0357502581327352,"Klf4",1
"GO:0000788","GO:0000788","nuclear nucleosome","1/10","38/21319",0.0176858864429525,0.067925490452197,0.0357502581327352,"Tcf3",1
"GO:0000791","GO:0000791","euchromatin","1/10","45/21319",0.0209129339310813,0.067925490452197,0.0357502581327352,"Klf4",1
"GO:0031519","GO:0031519","PcG protein complex","1/10","47/21319",0.0218331933596347,0.067925490452197,0.0357502581327352,"Jarid2",1
"GO:0017053","GO:0017053","transcriptional repressor complex","1/10","83/21319",0.0382652981101728,0.0882755589043089,0.0464608204759521,"Pou5f1",1
"GO:0044291","GO:0044291","cell-cell contact zone","1/10","84/21319",0.0387181775139636,0.0882755589043089,0.0464608204759521,"Pecam1",1
"GO:0000786","GO:0000786","nucleosome","1/10","88/21319",0.0405277764197925,0.0882755589043089,0.0464608204759521,"Tcf3",1
"GO:0035097","GO:0035097","histone methyltransferase complex","1/10","96/21319",0.0441377794521545,0.0882755589043089,0.0464608204759521,"Jarid2",1
"GO:0044815","GO:0044815","DNA packaging complex","1/10","96/21319",0.0441377794521545,0.0882755589043089,0.0464608204759521,"Tcf3",1
"GO:0034708","GO:0034708","methyltransferase complex","1/10","120/21319",0.0548945621739865,0.102469849391441,0.053931499679706,"Jarid2",1
"GO:0001726","GO:0001726","ruffle","1/10","147/21319",0.0668656202409907,0.117014835421734,0.061586755485123,"Pecam1",1
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","1/10","163/21319",0.0738950136766029,0.121709434290875,0.0640575969951976,"Tcf3",1
"GO:0032993","GO:0032993","protein-DNA complex","1/10","191/21319",0.0860818623103737,0.128969392633906,0.0678786277020556,"Tcf3",1
"GO:0000793","GO:0000793","condensed chromosome","1/10","195/21319",0.0878110071381579,0.128969392633906,0.0678786277020556,"Esrrb",1
"GO:0044449","GO:0044449","contractile fiber part","1/10","205/21319",0.092120994738504,0.128969392633906,0.0678786277020556,"Pecam1",1
"GO:0043292","GO:0043292","contractile fiber","1/10","228/21319",0.101964493483393,0.135952657977858,0.071554030514662,"Pecam1",1
"GO:0016607","GO:0016607","nuclear speck","1/10","322/21319",0.141203780347365,0.179713902260283,0.0945862643475175,"Tcf3",1
"GO:0045121","GO:0045121","membrane raft","1/10","370/21319",0.160639599693696,0.180306643246643,0.0948982332877067,"Pecam1",1
"GO:0098857","GO:0098857","membrane microdomain","1/10","371/21319",0.161040268174438,0.180306643246643,0.0948982332877067,"Pecam1",1
"GO:0098589","GO:0098589","membrane region","1/10","383/21319",0.165834881707507,0.180306643246643,0.0948982332877067,"Pecam1",1
"GO:0031252","GO:0031252","cell leading edge","1/10","387/21319",0.167427597300454,0.180306643246643,0.0948982332877067,"Pecam1",1
"GO:0009897","GO:0009897","external side of plasma membrane","1/10","434/21319",0.185938070792443,0.192824666006977,0.101486666319462,"Pecam1",1
"GO:0005911","GO:0005911","cell-cell junction","1/10","482/21319",0.204459287761931,0.204459287761931,0.107610151453648,"Pecam1",1
