"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","3/7","54/20775",5.76738864370628e-07,2.42230323035664e-05,5.46384187298489e-06,"Bmp4/Smad6/Lefty1",3
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","2/7","18/20775",1.48512946607541e-05,0.000311877187875835,7.03482378667298e-05,"Bmp4/Smad6",2
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","2/7","26/20775",3.15063805654421e-05,0.00044108932791619,9.9493833364554e-05,"Bmp4/Smad6",2
"GO:0005126","GO:0005126","cytokine receptor binding","3/7","331/20775",0.000133774500673261,0.00140463225706924,0.000316834343699829,"Bmp4/Smad6/Lefty1",3
"GO:0070491","GO:0070491","repressing transcription factor binding","2/7","71/20775",0.000239167951109669,0.00200901078932122,0.00045316032841832,"Gata6/Myc",2
"GO:0033613","GO:0033613","activating transcription factor binding","2/7","80/20775",0.000303693634765671,0.00212585544335969,0.00047951626541948,"Pitx2/Myc",2
"GO:0008083","GO:0008083","growth factor activity","2/7","146/20775",0.00100654110363308,0.0057985041680615,0.00130793327099132,"Bmp4/Lefty1",2
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","2/7","153/20775",0.00110447698439267,0.0057985041680615,0.00130793327099132,"Gata6/Pitx2",2
"GO:0005125","GO:0005125","cytokine activity","2/7","218/20775",0.00222328193186599,0.0103753156820413,0.00234029677038525,"Bmp4/Lefty1",2
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","2/7","237/20775",0.00262065426673545,0.0110067479202889,0.00248272509480201,"Pitx2/Myc",2
"GO:0070410","GO:0070410","co-SMAD binding","1/7","11/20775",0.00370102929362515,0.0113033299043431,0.00254962328669392,"Smad6",1
"GO:0070411","GO:0070411","I-SMAD binding","1/7","11/20775",0.00370102929362515,0.0113033299043431,0.00254962328669392,"Smad6",1
"GO:0070700","GO:0070700","BMP receptor binding","1/7","11/20775",0.00370102929362515,0.0113033299043431,0.00254962328669392,"Bmp4",1
"GO:0034713","GO:0034713","type I transforming growth factor beta receptor binding","1/7","12/20775",0.00403690353726538,0.0113033299043431,0.00254962328669392,"Smad6",1
"GO:0039706","GO:0039706","co-receptor binding","1/7","12/20775",0.00403690353726538,0.0113033299043431,0.00254962328669392,"Bmp4",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","2/7","307/20775",0.00435220874211371,0.0114245479480485,0.00257696570256733,"Smad6/Myc",2
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","2/7","327/20775",0.00492282547436235,0.0121622747013658,0.00274337023339078,"Smad6/Myc",2
"GO:0070412","GO:0070412","R-SMAD binding","1/7","25/20775",0.00839444479793217,0.0190229730069304,0.00429089616697677,"Smad6",1
