"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005667","GO:0005667","transcription factor complex","4/7","423/21319",5.10115181667003e-06,6.12138218000403e-05,4.29570679298529e-05,"Gata6/Nr6a1/Smad6/Pitx2",4
"GO:0060076","GO:0060076","excitatory synapse","1/7","76/21319",0.0246924059357795,0.107760743970178,0.0756215747159145,"Fgfr2",1
"GO:0017053","GO:0017053","transcriptional repressor complex","1/7","83/21319",0.0269401859925446,0.107760743970178,0.0756215747159145,"Cdx2",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","1/7","143/21319",0.0460254222433668,0.1380762667301,0.0968956257755091,"Cdx2",1
"GO:0000793","GO:0000793","condensed chromosome","1/7","195/21319",0.0623055302032753,0.14622384596879,0.102613225241256,"Cdx2",1
"GO:0031965","GO:0031965","nuclear membrane","1/7","242/21319",0.076814767651095,0.14622384596879,0.102613225241256,"Gata6",1
"GO:0005938","GO:0005938","cell cortex","1/7","313/21319",0.098367941300324,0.14622384596879,0.102613225241256,"Fgfr2",1
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","1/7","360/21319",0.112397029520875,0.14622384596879,0.102613225241256,"Fgfr2",1
"GO:0043235","GO:0043235","receptor complex","1/7","397/21319",0.123309182056966,0.14622384596879,0.102613225241256,"Fgfr2",1
"GO:0005635","GO:0005635","nuclear envelope","1/7","416/21319",0.128867891818991,0.14622384596879,0.102613225241256,"Gata6",1
"GO:0099568","GO:0099568","cytoplasmic region","1/7","474/21319",0.145650126768152,0.14622384596879,0.102613225241256,"Fgfr2",1
"GO:0031012","GO:0031012","extracellular matrix","1/7","476/21319",0.14622384596879,0.14622384596879,0.102613225241256,"Fgfr2",1
