"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005667","GO:0005667","transcription factor complex","3/9","423/21319",0.000596039330090606,0.0107287079416309,0.00564668839033206,"Gata6/Smad6/Pitx2",3
"GO:0000790","GO:0000790","nuclear chromatin","2/9","402/21319",0.0116968681609723,0.056523106805267,0.0297490035817194,"Dnmt3b/Myc",2
"GO:0005635","GO:0005635","nuclear envelope","2/9","416/21319",0.0124883636770966,0.056523106805267,0.0297490035817194,"Gata6/Myc",2
"GO:0005719","GO:0005719","nuclear euchromatin","1/9","35/21319",0.0146816301490266,0.056523106805267,0.0297490035817194,"Myc",1
"GO:0005720","GO:0005720","nuclear heterochromatin","1/9","43/21319",0.0180104053422236,0.056523106805267,0.0297490035817194,"Dnmt3b",1
"GO:0000791","GO:0000791","euchromatin","1/9","45/21319",0.0188410356017557,0.056523106805267,0.0297490035817194,"Myc",1
"GO:0060076","GO:0060076","excitatory synapse","1/9","76/21319",0.0316361883686306,0.0788097291688035,0.041478804825686,"Fgfr2",1
"GO:0005791","GO:0005791","rough endoplasmic reticulum","1/9","93/21319",0.0385897263763476,0.0788097291688035,0.041478804825686,"Myc",1
"GO:0000792","GO:0000792","heterochromatin","1/9","95/21319",0.0394048645844017,0.0788097291688035,0.041478804825686,"Dnmt3b",1
"GO:0000775","GO:0000775","chromosome, centromeric region","1/9","194/21319",0.0789944321958138,0.142189977952465,0.0748368305012973,"Dnmt3b",1
"GO:0031965","GO:0031965","nuclear membrane","1/9","242/21319",0.0976619506166095,0.159810464645361,0.0841107708659795,"Gata6",1
"GO:0005819","GO:0005819","spindle","1/9","278/21319",0.11144108423889,0.16027434694471,0.084354919444584,"Myc",1
"GO:0098687","GO:0098687","chromosomal region","1/9","307/21319",0.12240458617948,0.16027434694471,0.084354919444584,"Dnmt3b",1
"GO:0005938","GO:0005938","cell cortex","1/9","313/21319",0.124657825401441,0.16027434694471,0.084354919444584,"Fgfr2",1
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","1/9","360/21319",0.14213104293274,0.170557251519288,0.0897669744838358,"Fgfr2",1
"GO:0043235","GO:0043235","receptor complex","1/9","397/21319",0.155667718576576,0.175126183398648,0.0921716754729725,"Fgfr2",1
"GO:0099568","GO:0099568","cytoplasmic region","1/9","474/21319",0.183231560093795,0.183936717714859,0.0968087987972942,"Fgfr2",1
"GO:0031012","GO:0031012","extracellular matrix","1/9","476/21319",0.183936717714859,0.183936717714859,0.0968087987972942,"Fgfr2",1
