"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","7/9","138/8657",7.87409572087205e-12,1.57481914417441e-10,1.40904870794553e-10,"12159/26380/16468/16600/18999/20674/21423",7,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/12159/26380/16468/16600/18999/20674/21423"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/9","144/8657",0.00916247738096129,0.069516338393361,0.0621988290887967,"12159/18613",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159/18613"")"
"mmu04390","mmu04390","Hippo signaling pathway","2/9","154/8657",0.0104274507590042,0.069516338393361,0.0621988290887967,"12159/20674",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/12159/20674"")"
"mmu05144","mmu05144","Malaria","1/9","56/8657",0.0567604445398012,0.24147542709557,0.21605696108551,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05144/18613"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/9","63/8657",0.0636501645906542,0.24147542709557,0.21605696108551,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05218","mmu05218","Melanoma","1/9","72/8657",0.072442628128671,0.24147542709557,0.21605696108551,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","1/9","95/8657",0.0945797528877647,0.258324452191166,0.231132404592096,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/12159"")"
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/9","115/8657",0.113446362465889,0.258324452191166,0.231132404592096,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04670/18613"")"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","1/9","118/8657",0.116246003486025,0.258324452191166,0.231132404592096,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04919/12159"")"
"mmu05224","mmu05224","Breast cancer","1/9","147/8657",0.142906767660194,0.264770079866229,0.236899545143468,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175"")"
"mmu05226","mmu05226","Gastric cancer","1/9","150/8657",0.145623543926426,0.264770079866229,0.236899545143468,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14175"")"
"mmu04514","mmu04514","Cell adhesion molecules (CAMs)","1/9","171/8657",0.164427626291115,0.268963225379749,0.240651306918723,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04514/18613"")"
"mmu05202","mmu05202","Transcriptional misregulation in cancer","1/9","183/8657",0.175006832208266,0.268963225379749,0.240651306918723,"21423",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05202/21423"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/9","214/8657",0.201787472352157,0.268963225379749,0.240651306918723,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/9","216/8657",0.203488410136701,0.268963225379749,0.240651306918723,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14175"")"
"mmu04014","mmu04014","Ras signaling pathway","1/9","232/8657",0.216980346124959,0.268963225379749,0.240651306918723,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14175"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","1/9","246/8657",0.228618741572787,0.268963225379749,0.240651306918723,"21423",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/21423"")"
"mmu04010","mmu04010","MAPK signaling pathway","1/9","294/8657",0.267363449828852,0.283094291338723,0.253294892250436,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14175"")"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","1/9","296/8657",0.268939576771787,0.283094291338723,0.253294892250436,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04060/12159"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","1/9","355/8657",0.31410043757959,0.31410043757959,0.281037233623844,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14175"")"
