"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","5/11","436/20775",1.6564626136416e-06,7.61972802275135e-05,2.61546728469726e-05,"Esrrb/Pou5f1/Sox2/Tcf3/Mycn",5
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","3/11","121/20775",3.07337638031718e-05,0.000611144591110171,0.000209775031273514,"Esrrb/Pou5f1/Tcf3",3
"GO:0035326","GO:0035326","enhancer binding","3/11","132/20775",3.98572559419677e-05,0.000611144591110171,0.000209775031273514,"Esrrb/Pou5f1/Tcf3",3
"GO:0035198","GO:0035198","miRNA binding","2/11","29/20775",0.000102676295247946,0.00118077739535138,0.000405301165452417,"Pou5f1/Sox2",2
"GO:0061980","GO:0061980","regulatory RNA binding","2/11","36/20775",0.000159003432971733,0.00146283158333994,0.000502116104121262,"Pou5f1/Sox2",2
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","3/11","237/20775",0.000226062120253389,0.00173314292194265,0.000594900316456287,"Jarid2/Pou5f1/Tcf3",3
"GO:0000980","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","2/11","94/20775",0.00108485144668094,0.00650386088337202,0.00223244652747323,"Esrrb/Tcf3",2
"GO:0031490","GO:0031490","chromatin DNA binding","2/11","96/20775",0.00113110624058644,0.00650386088337202,0.00223244652747323,"Pou5f1/Sox2",2
"GO:0003712","GO:0003712","transcription coregulator activity","3/11","457/20775",0.00152971537026142,0.00781854522578057,0.00268371117589722,"Dnmt3b/Pou5f1/Tcf3",3
"GO:0008083","GO:0008083","growth factor activity","2/11","146/20775",0.00258795527705876,0.0119045942744703,0.00408624517430331,"Fgf4/Lefty1",2
"GO:0003714","GO:0003714","transcription corepressor activity","2/11","190/20775",0.00433442598177309,0.0181257813783238,0.0062216640886695,"Dnmt3b/Pou5f1",2
"GO:0001162","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","1/11","11/20775",0.00581030800561899,0.0222728473548728,0.00764514211265657,"Pou5f1",1
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/11","14/20775",0.00738960201491734,0.0244272769011023,0.00838464882188865,"Pou5f1",1
"GO:0044213","GO:0044213","intronic transcription regulatory region DNA binding","1/11","15/20775",0.00791552631422032,0.0244272769011023,0.00838464882188865,"Pou5f1",1
"GO:0003713","GO:0003713","transcription coactivator activity","2/11","260/20775",0.00796541638079422,0.0244272769011023,0.00838464882188865,"Pou5f1/Tcf3",2
"GO:0071837","GO:0071837","HMG box domain binding","1/11","25/20775",0.013160853968464,0.0343956263056663,0.0118062790522882,"Pou5f1",1
"GO:0005104","GO:0005104","fibroblast growth factor receptor binding","1/11","26/20775",0.0136839976121438,0.0343956263056663,0.0118062790522882,"Fgf4",1
"GO:0031435","GO:0031435","mitogen-activated protein kinase kinase kinase binding","1/11","27/20775",0.0142068891262535,0.0343956263056663,0.0118062790522882,"Tcf3",1
"GO:0032452","GO:0032452","histone demethylase activity","1/11","27/20775",0.0142068891262535,0.0343956263056663,0.0118062790522882,"Jarid2",1
"GO:0043425","GO:0043425","bHLH transcription factor binding","1/11","32/20775",0.0168175685796635,0.0386804077332261,0.0132770278260502,"Tcf3",1
"GO:0000993","GO:0000993","RNA polymerase II complex binding","1/11","37/20775",0.0194219611811161,0.0425433435395876,0.0146029783316662,"Esrrb",1
"GO:0032451","GO:0032451","demethylase activity","1/11","42/20775",0.0220200805594877,0.0440401611189754,0.0151167601094881,"Jarid2",1
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","1/11","42/20775",0.0220200805594877,0.0440401611189754,0.0151167601094881,"Esrrb",1
"GO:0070888","GO:0070888","E-box binding","1/11","47/20775",0.0246119403173853,0.0456579673850393,0.0156720711847961,"Tcf3",1
"GO:0048018","GO:0048018","receptor ligand activity","2/11","491/20775",0.0266222091445506,0.0456579673850393,0.0156720711847961,"Fgf4/Lefty1",2
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","1/11","54/20775",0.0282300536604947,0.0456579673850393,0.0156720711847961,"Lefty1",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/11","55/20775",0.0287459297962861,0.0456579673850393,0.0156720711847961,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/11","57/20775",0.0297769352511126,0.0456579673850393,0.0156720711847961,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/11","57/20775",0.0297769352511126,0.0456579673850393,0.0156720711847961,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/11","57/20775",0.0297769352511126,0.0456579673850393,0.0156720711847961,"Esrrb",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/11","71/20775",0.0369661608163478,0.0548530128242581,0.0188282652714845,"Tcf3",1
"GO:0005496","GO:0005496","steroid binding","1/11","106/20775",0.0547278507744285,0.078671285488241,0.0270038737373825,"Esrrb",1
"GO:0030165","GO:0030165","PDZ domain binding","1/11","118/20775",0.0607486723784267,0.084679967557807,0.0290663504202999,"Tcf3",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/11","122/20775",0.0627478521333347,0.0848941528862763,0.0291398694117653,"Dnmt3b",1
"GO:0019955","GO:0019955","cytokine binding","1/11","131/20775",0.0672318703457339,0.0883618867401074,0.0303301670732634,"Pou5f1",1
"GO:0070851","GO:0070851","growth factor receptor binding","1/11","148/20775",0.0756485112109664,0.0946623443266608,0.0324927955354671,"Fgf4",1
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","1/11","149/20775",0.0761414508714445,0.0946623443266608,0.0324927955354671,"Dnmt3b",1
"GO:0019903","GO:0019903","protein phosphatase binding","1/11","169/20775",0.0859501947533385,0.104044972596147,0.0357133773213318,"Pecam1",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","1/11","181/20775",0.0917899009058361,0.108265011324832,0.0371619032007433,"Dnmt3b",1
"GO:0008168","GO:0008168","methyltransferase activity","1/11","201/20775",0.101447416945161,0.116664529486935,0.0400450330046687,"Dnmt3b",1
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","1/11","213/20775",0.107197019016151,0.117228111206254,0.0402384821074097,"Dnmt3b",1
"GO:0019902","GO:0019902","phosphatase binding","1/11","216/20775",0.108629183744842,0.117228111206254,0.0402384821074097,"Pecam1",1
"GO:0005125","GO:0005125","cytokine activity","1/11","218/20775",0.109582799605846,0.117228111206254,0.0402384821074097,"Lefty1",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","1/11","307/20775",0.151091497915439,0.157959293275231,0.0542194370509947,"Pou5f1",1
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","1/11","327/20775",0.160173737797058,0.161979550350718,0.0555993879922371,"Pou5f1",1
"GO:0005126","GO:0005126","cytokine receptor binding","1/11","331/20775",0.161979550350718,0.161979550350718,0.0555993879922371,"Lefty1",1
