"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048863","GO:0048863","stem cell differentiation","5/7","230/21077",3.05668957534537e-09,2.38727455834473e-06,5.69509531406453e-07,"Bmp4/Gbx2/Jarid2/Nanog/Sox2",5
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","3/7","31/21077",1.00427477714902e-07,3.73975178512222e-05,8.92157242356807e-06,"Bmp4/Nanog/Sox2",3
"GO:0007369","GO:0007369","gastrulation","4/7","171/21077",1.43652437328638e-07,3.73975178512222e-05,8.92157242356807e-06,"Bmp4/Nanog/Sox2/Lefty1",4
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","3/7","56/21077",6.17118560336058e-07,0.000120492398905615,2.8744732941969e-05,"Bmp4/Nanog/Sox2",3
"GO:0021536","GO:0021536","diencephalon development","3/7","69/21077",1.16426492715436e-06,0.000165272417603377,3.94274788271415e-05,"Bmp4/Gbx2/Sox2",3
"GO:0007492","GO:0007492","endoderm development","3/7","71/21077",1.26969847070456e-06,0.000165272417603377,3.94274788271415e-05,"Bmp4/Nanog/Sox2",3
"GO:0032526","GO:0032526","response to retinoic acid","3/7","85/21077",2.18979763504178e-06,0.000244318850423947,5.82848393086307e-05,"Nanog/Sox2/Lefty1",3
"GO:0072091","GO:0072091","regulation of stem cell proliferation","3/7","90/21077",2.60275316399487e-06,0.000254093777634999,6.06167513193543e-05,"Bmp4/Nanog/Sox2",3
"GO:0001704","GO:0001704","formation of primary germ layer","3/7","94/21077",2.96803136355189e-06,0.000257559166103781,6.14434562980918e-05,"Bmp4/Nanog/Sox2",3
"GO:0001667","GO:0001667","ameboidal-type cell migration","4/7","410/21077",4.71512193375465e-06,0.000368251023026238,8.78501665552181e-05,"Bmp4/Gbx2/Fgf4/Lefty1",4
"GO:0007389","GO:0007389","pattern specification process","4/7","469/21077",8.03321702110629e-06,0.000570358408498547,0.000136065015572805,"Bmp4/Gbx2/Nanog/Lefty1",4
"GO:0001711","GO:0001711","endodermal cell fate commitment","2/7","15/21077",9.90714398149468e-06,0.000617213710460849,0.00014724284217477,"Nanog/Sox2",2
"GO:0072089","GO:0072089","stem cell proliferation","3/7","142/21077",1.02737237336633e-05,0.000617213710460849,0.00014724284217477,"Bmp4/Nanog/Sox2",3
"GO:0097094","GO:0097094","craniofacial suture morphogenesis","2/7","16/21077",1.13206590780804e-05,0.00063153105285577,0.000150658395249641,"Bmp4/Fgf4",2
"GO:0001710","GO:0001710","mesodermal cell fate commitment","2/7","18/21077",1.44292737746584e-05,0.000751284187867213,0.000179226768990494,"Bmp4/Nanog",2
"GO:0019827","GO:0019827","stem cell population maintenance","3/7","166/21077",1.64073336801176e-05,0.000800882975260741,0.00019105908298558,"Nanog/Sox2/Fgf4",3
"GO:0098727","GO:0098727","maintenance of cell number","3/7","170/21077",1.76197021313456e-05,0.000809469844975347,0.000193107571346636,"Nanog/Sox2/Fgf4",3
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","3/7","186/21077",2.30601412919343e-05,0.000980003034548416,0.000233790062827778,"Bmp4/Gbx2/Sox2",3
"GO:0048333","GO:0048333","mesodermal cell differentiation","2/7","23/21077",2.3841303017183e-05,0.000980003034548416,0.000233790062827778,"Bmp4/Nanog",2
