"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","5/9","138/8657",1.14610473062084e-07,2.1775989881796e-06,2.05092425479519e-06,"26380/16468/18999/20674/13590",5,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/26380/16468/18999/20674/13590"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/9","144/8657",0.00916247738096129,0.0870435351191323,0.0819800607770221,"16598/18613",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/16598/18613"")"
"mmu00270","mmu00270","Cysteine and methionine metabolism","1/9","52/8657",0.0528032626288951,0.23628717310796,0.222541935891154,"13436",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu00270/13436"")"
"mmu05144","mmu05144","Malaria","1/9","56/8657",0.0567604445398012,0.23628717310796,0.222541935891154,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05144/18613"")"
"mmu05218","mmu05218","Melanoma","1/9","72/8657",0.072442628128671,0.23628717310796,0.222541935891154,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","1/9","95/8657",0.0945797528877647,0.23628717310796,0.222541935891154,"13590",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/13590"")"
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/9","115/8657",0.113446362465889,0.23628717310796,0.222541935891154,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04670/18613"")"
"mmu04068","mmu04068","FoxO signaling pathway","1/9","131/8657",0.12828718623854,0.23628717310796,0.222541935891154,"16598",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04068/16598"")"
"mmu04371","mmu04371","Apelin signaling pathway","1/9","137/8657",0.13379530010202,0.23628717310796,0.222541935891154,"16598",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04371/16598"")"
"mmu05224","mmu05224","Breast cancer","1/9","147/8657",0.142906767660194,0.23628717310796,0.222541935891154,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175"")"
"mmu05226","mmu05226","Gastric cancer","1/9","150/8657",0.145623543926426,0.23628717310796,0.222541935891154,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14175"")"
"mmu04390","mmu04390","Hippo signaling pathway","1/9","154/8657",0.149234004068186,0.23628717310796,0.222541935891154,"20674",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/20674"")"
"mmu04514","mmu04514","Cell adhesion molecules (CAMs)","1/9","171/8657",0.164427626291115,0.240317299963937,0.226337623234733,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04514/18613"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/9","214/8657",0.201787472352157,0.257664161023389,0.242675387113441,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/9","216/8657",0.203488410136701,0.257664161023389,0.242675387113441,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14175"")"
"mmu04014","mmu04014","Ras signaling pathway","1/9","232/8657",0.216980346124959,0.257664161023389,0.242675387113441,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14175"")"
"mmu04010","mmu04010","MAPK signaling pathway","1/9","294/8657",0.267363449828852,0.289678552986013,0.272827446025608,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14175"")"
"mmu05206","mmu05206","MicroRNAs in cancer","1/9","303/8657",0.27443231335517,0.289678552986013,0.272827446025608,"13436",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05206/13436"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","1/9","355/8657",0.31410043757959,0.31410043757959,0.295828666972468,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14175"")"
