"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","8/11","138/8657",5.39138367743837e-13,2.21046730774973e-11,1.75929362105884e-11,"12159/26380/16468/16600/20674/21423/13590/17869",8,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/12159/26380/16468/16600/20674/21423/13590/17869"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","3/11","95/8657",0.000198197180009197,0.00406304219018853,0.00323374346330795,"12159/13590/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/12159/13590/17869"")"
"mmu04390","mmu04390","Hippo signaling pathway","3/11","154/8657",0.000820256257664403,0.0112101688547468,0.00892208560968298,"12159/20674/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/12159/20674/17869"")"
"mmu05202","mmu05202","Transcriptional misregulation in cancer","3/11","183/8657",0.0013529898451851,0.0138681459131473,0.0110375487370363,"21423/18109/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05202/21423/18109/17869"")"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","2/11","118/8657",0.00935001322390248,0.0758719023544336,0.0603858529650178,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04919/12159/17869"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/11","144/8657",0.0136966551268981,0.0758719023544336,0.0603858529650178,"12159/18613",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159/18613"")"
"mmu05224","mmu05224","Breast cancer","2/11","147/8657",0.0142456728818351,0.0758719023544336,0.0603858529650178,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175/17869"")"
"mmu05226","mmu05226","Gastric cancer","2/11","150/8657",0.0148042736301334,0.0758719023544336,0.0603858529650178,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14175/17869"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","2/11","246/8657",0.0373522676258829,0.170160330295689,0.135429274433026,"21423/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/21423/17869"")"
"mmu05216","mmu05216","Thyroid cancer","1/11","37/8657",0.0460480975699271,0.176438970781961,0.140426395230829,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05216/17869"")"
"mmu05219","mmu05219","Bladder cancer","1/11","41/8657",0.0509089891798776,0.176438970781961,0.140426395230829,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05219/17869"")"
"mmu04010","mmu04010","MAPK signaling pathway","2/11","294/8657",0.0516406743752081,0.176438970781961,0.140426395230829,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14175/17869"")"
"mmu05144","mmu05144","Malaria","1/11","56/8657",0.0689374629231929,0.189515395790679,0.150833819499642,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05144/18613"")"
"mmu05213","mmu05213","Endometrial cancer","1/11","58/8657",0.0713175892894597,0.189515395790679,0.150833819499642,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05213/17869"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","2/11","355/8657",0.0722219893061449,0.189515395790679,0.150833819499642,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14175/17869"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/11","63/8657",0.0772437253893566,0.189515395790679,0.150833819499642,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05230","mmu05230","Central carbon metabolism in cancer","1/11","67/8657",0.0819598589356707,0.189515395790679,0.150833819499642,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05230/17869"")"
