"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","2/5","54/20775",6.59831029744492e-05,0.00211145929518237,0.00055564718294273,"Smad6/Lefty1",2
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","2/5","153/20775",0.000531065792568587,0.0084970526810974,0.00223606649502563,"Gata6/Pitx2",2
"GO:0005126","GO:0005126","cytokine receptor binding","2/5","331/20775",0.00245170999707268,0.0153868244504007,0.00404916432905283,"Smad6/Lefty1",2
"GO:0070410","GO:0070410","co-SMAD binding","1/5","11/20775",0.00264486508461514,0.0153868244504007,0.00404916432905283,"Smad6",1
"GO:0070411","GO:0070411","I-SMAD binding","1/5","11/20775",0.00264486508461514,0.0153868244504007,0.00404916432905283,"Smad6",1
"GO:0034713","GO:0034713","type I transforming growth factor beta receptor binding","1/5","12/20775",0.00288502958445014,0.0153868244504007,0.00404916432905283,"Smad6",1
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","1/5","18/20775",0.00432504519396515,0.0197716351724121,0.00520306188747687,"Smad6",1
"GO:0070412","GO:0070412","R-SMAD binding","1/5","25/20775",0.00600296014682233,0.022195475576259,0.00584091462533132,"Smad6",1
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","1/5","26/20775",0.00624247750582285,0.022195475576259,0.00584091462533132,"Smad6",1
"GO:0001103","GO:0001103","RNA polymerase II repressing transcription factor binding","1/5","35/20775",0.00839605669678478,0.0268673814297113,0.00707036353413455,"Gata6",1
"GO:0001102","GO:0001102","RNA polymerase II activating transcription factor binding","1/5","43/20775",0.0103072133951599,0.0299846207859198,0.00789068968050522,"Pitx2",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/5","71/20775",0.0169730695593079,0.045261518824821,0.0119109260065318,"Gata6",1
"GO:0033613","GO:0033613","activating transcription factor binding","1/5","80/20775",0.0191080210731011,0.0469240231417304,0.0123484271425606,"Pitx2",1
"GO:0046332","GO:0046332","SMAD binding","1/5","86/20775",0.0205292601245071,0.0469240231417304,0.0123484271425606,"Smad6",1
"GO:0031490","GO:0031490","chromatin DNA binding","1/5","96/20775",0.0228943306007553,0.0488412386149446,0.0128529575302486,"Pitx2",1
"GO:0051219","GO:0051219","phosphoprotein binding","1/5","104/20775",0.0247830956548377,0.0495661913096754,0.0130437345551777,"Pitx2",1
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","1/5","121/20775",0.0287870238412217,0.0515949134671687,0.0135776088071496,"Gata6",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/5","122/20775",0.0290221388252824,0.0515949134671687,0.0135776088071496,"Dnmt3b",1
"GO:0035326","GO:0035326","enhancer binding","1/5","132/20775",0.0313707852639967,0.0528350067604155,0.0139039491474778,"Gata6",1
"GO:0008083","GO:0008083","growth factor activity","1/5","146/20775",0.0346512527770805,0.0538713178722706,0.0141766625979659,"Lefty1",1
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","1/5","149/20775",0.0353530523536776,0.0538713178722706,0.0141766625979659,"Dnmt3b",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","1/5","181/20775",0.0428135497885278,0.0622742542378586,0.0163879616415417,"Dnmt3b",1
"GO:0003714","GO:0003714","transcription corepressor activity","1/5","190/20775",0.0449034757476364,0.0624744010401898,0.0164406318526815,"Dnmt3b",1
"GO:0008168","GO:0008168","methyltransferase activity","1/5","201/20775",0.0474528705110298,0.0632395490899634,0.016641986602622,"Dnmt3b",1
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","1/5","213/20775",0.0502278165772417,0.0632395490899634,0.016641986602622,"Dnmt3b",1
"GO:0005125","GO:0005125","cytokine activity","1/5","218/20775",0.0513821336355953,0.0632395490899634,0.016641986602622,"Lefty1",1
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","1/5","237/20775",0.0557583072841793,0.0660839197442125,0.0173905051958454,"Pitx2",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","1/5","307/20775",0.0717419092126123,0.0819907533858426,0.0215765140489059,"Smad6",1
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","1/5","327/20775",0.0762686639423287,0.0841585257294661,0.0221469804551227,"Smad6",1
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","1/5","436/20775",0.100630123130917,0.107338798006311,0.028247052106924,"Pitx2",1
"GO:0003712","GO:0003712","transcription coregulator activity","1/5","457/20775",0.105263993117476,0.108659605798685,0.0285946331049171,"Dnmt3b",1
"GO:0048018","GO:0048018","receptor ligand activity","1/5","491/20775",0.112725937388043,0.112725937388043,0.0296647203652745,"Lefty1",1
