"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005667","GO:0005667","transcription factor complex","3/7","423/21319",0.000255822272658819,0.00358151181722347,0.00269286602798757,"Gata6/Smad6/Pitx2",3
"GO:0005720","GO:0005720","nuclear heterochromatin","1/7","43/21319",0.0140356786096174,0.0982497502673219,0.0738719926821969,"Dnmt3b",1
"GO:0060076","GO:0060076","excitatory synapse","1/7","76/21319",0.0246924059357795,0.107741176286309,0.0810084032227888,"Fgfr2",1
"GO:0000792","GO:0000792","heterochromatin","1/7","95/21319",0.0307831932246597,0.107741176286309,0.0810084032227888,"Dnmt3b",1
"GO:0000775","GO:0000775","chromosome, centromeric region","1/7","194/21319",0.0619947118829522,0.14622384596879,0.109942741329917,"Dnmt3b",1
"GO:0031965","GO:0031965","nuclear membrane","1/7","242/21319",0.076814767651095,0.14622384596879,0.109942741329917,"Gata6",1
"GO:0098687","GO:0098687","chromosomal region","1/7","307/21319",0.0965633887895557,0.14622384596879,0.109942741329917,"Dnmt3b",1
"GO:0005938","GO:0005938","cell cortex","1/7","313/21319",0.098367941300324,0.14622384596879,0.109942741329917,"Fgfr2",1
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","1/7","360/21319",0.112397029520875,0.14622384596879,0.109942741329917,"Fgfr2",1
"GO:0043235","GO:0043235","receptor complex","1/7","397/21319",0.123309182056966,0.14622384596879,0.109942741329917,"Fgfr2",1
"GO:0000790","GO:0000790","nuclear chromatin","1/7","402/21319",0.124774939766943,0.14622384596879,0.109942741329917,"Dnmt3b",1
"GO:0005635","GO:0005635","nuclear envelope","1/7","416/21319",0.128867891818991,0.14622384596879,0.109942741329917,"Gata6",1
"GO:0099568","GO:0099568","cytoplasmic region","1/7","474/21319",0.145650126768152,0.14622384596879,0.109942741329917,"Fgfr2",1
"GO:0031012","GO:0031012","extracellular matrix","1/7","476/21319",0.14622384596879,0.14622384596879,0.109942741329917,"Fgfr2",1
