"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","5/8","436/20775",2.1154967538972e-07,1.16352321464346e-05,2.22683868831284e-06,"Esrrb/Gbx2/Klf4/Pou5f1/Myc",5
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","2/8","54/20775",0.000183829905053091,0.00444672190891151,0.00085104725529407,"Bmp4/Lefty1",2
"GO:0001047","GO:0001047","core promoter binding","2/8","62/20775",0.00024254846775881,0.00444672190891151,0.00085104725529407,"Gbx2/Myc",2
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","2/8","121/20775",0.000920669888520949,0.0115148001494301,0.00220378950228328,"Esrrb/Pou5f1",2
"GO:0035326","GO:0035326","enhancer binding","2/8","132/20775",0.00109411056428228,0.0115148001494301,0.00220378950228328,"Esrrb/Pou5f1",2
"GO:0008083","GO:0008083","growth factor activity","2/8","146/20775",0.0013358695742911,0.0115148001494301,0.00220378950228328,"Bmp4/Lefty1",2
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","2/8","153/20775",0.00146552001901838,0.0115148001494301,0.00220378950228328,"Gbx2/Klf4",2
"GO:0005125","GO:0005125","cytokine activity","2/8","218/20775",0.00294391286561382,0.020239400951095,0.00387356956001819,"Bmp4/Lefty1",2
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","2/8","237/20775",0.0034679737853832,0.0211187345583664,0.00404186307337156,"Pou5f1/Myc",2
"GO:0001162","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","1/8","11/20775",0.00422873001963475,0.0211187345583664,0.00404186307337156,"Pou5f1",1
"GO:0070700","GO:0070700","BMP receptor binding","1/8","11/20775",0.00422873001963475,0.0211187345583664,0.00404186307337156,"Bmp4",1
"GO:0039706","GO:0039706","co-receptor binding","1/8","12/20775",0.00461238298437416,0.0211187345583664,0.00404186307337156,"Bmp4",1
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/8","14/20775",0.00537930091904615,0.0211187345583664,0.00404186307337156,"Pou5f1",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","2/8","307/20775",0.00574648596107021,0.0211187345583664,0.00404186307337156,"Pou5f1/Myc",2
"GO:0044213","GO:0044213","intronic transcription regulatory region DNA binding","1/8","15/20775",0.00576256596372837,0.0211187345583664,0.00404186307337156,"Pou5f1",1
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","2/8","327/20775",0.00649574658036765,0.0211187345583664,0.00404186307337156,"Pou5f1/Myc",2
"GO:0005126","GO:0005126","cytokine receptor binding","2/8","331/20775",0.00665073806236604,0.0211187345583664,0.00404186307337156,"Bmp4/Lefty1",2
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","1/8","18/20775",0.00691158585546536,0.0211187345583664,0.00404186307337156,"Bmp4",1
"GO:0035014","GO:0035014","phosphatidylinositol 3-kinase regulator activity","1/8","20/20775",0.00767695345477371,0.0222227600006607,0.0042531598087389,"Klf4",1
"GO:0071837","GO:0071837","HMG box domain binding","1/8","25/20775",0.0095881148133431,0.0261118009413884,0.00499747386438055,"Pou5f1",1
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","1/8","26/20775",0.0099699603594392,0.0261118009413884,0.00499747386438055,"Bmp4",1
"GO:0035198","GO:0035198","miRNA binding","1/8","29/20775",0.0111147242172919,0.0277868105432297,0.00531804986473295,"Pou5f1",1
"GO:0061980","GO:0061980","regulatory RNA binding","1/8","36/20775",0.0137813367776894,0.0300580670451941,0.00575274010434336,"Pou5f1",1
"GO:0000993","GO:0000993","RNA polymerase II complex binding","1/8","37/20775",0.0141617673339254,0.0300580670451941,0.00575274010434336,"Esrrb",1
"GO:0048018","GO:0048018","receptor ligand activity","2/8","491/20775",0.0142023715162786,0.0300580670451941,0.00575274010434336,"Bmp4/Lefty1",2
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/8","38/20775",0.0145420694778799,0.0300580670451941,0.00575274010434336,"Gbx2",1
"GO:0031369","GO:0031369","translation initiation factor binding","1/8","40/20775",0.0153022886775533,0.0300580670451941,0.00575274010434336,"Myc",1
"GO:0042056","GO:0042056","chemoattractant activity","1/8","40/20775",0.0153022886775533,0.0300580670451941,0.00575274010434336,"Bmp4",1
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","1/8","42/20775",0.0160619946738394,0.0304624036917644,0.00583012510847165,"Esrrb",1
"GO:0070888","GO:0070888","E-box binding","1/8","47/20775",0.0179590163483464,0.0323213613049101,0.00618590646983925,"Myc",1
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding","1/8","49/20775",0.0187169284705956,0.0323213613049101,0.00618590646983925,"Gbx2",1
"GO:0001221","GO:0001221","transcription cofactor binding","1/8","51/20775",0.0194743287247641,0.0323213613049101,0.00618590646983925,"Klf4",1
"GO:1990841","GO:1990841","promoter-specific chromatin binding","1/8","53/20775",0.0202312174071935,0.0323213613049101,0.00618590646983925,"Klf4",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/8","55/20775",0.0209875948140817,0.0323213613049101,0.00618590646983925,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/8","57/20775",0.021743461241485,0.0323213613049101,0.00618590646983925,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/8","57/20775",0.021743461241485,0.0323213613049101,0.00618590646983925,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/8","57/20775",0.021743461241485,0.0323213613049101,0.00618590646983925,"Esrrb",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/8","71/20775",0.0270202436463921,0.0391082473829359,0.00748483203501166,"Myc",1
"GO:0033613","GO:0033613","activating transcription factor binding","1/8","80/20775",0.0303992940941914,0.0428707993636033,0.00820493767724464,"Myc",1
"GO:0008013","GO:0008013","beta-catenin binding","1/8","86/20775",0.0326462857140474,0.0448886428568151,0.00859112781948615,"Klf4",1
"GO:0000980","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","1/8","94/20775",0.0356351861854385,0.0476419788463678,0.00911808207585986,"Esrrb",1
"GO:0031490","GO:0031490","chromatin DNA binding","1/8","96/20775",0.0363811474826808,0.0476419788463678,0.00911808207585986,"Pou5f1",1
"GO:0005496","GO:0005496","steroid binding","1/8","106/20775",0.0401033857003712,0.051295028221405,0.00981723028160862,"Esrrb",1
