"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019827","GO:0019827","stem cell population maintenance","5/11","166/21077",1.26854071218771e-08,3.44525274284897e-06,1.68930521354268e-06,"Esrrb/Nanog/Pou5f1/Sox2/Fgf4",5
"GO:0098727","GO:0098727","maintenance of cell number","5/11","170/21077",1.42962076783583e-08,3.44525274284897e-06,1.68930521354268e-06,"Esrrb/Nanog/Pou5f1/Sox2/Fgf4",5
"GO:0007369","GO:0007369","gastrulation","5/11","171/21077",1.47233023198674e-08,3.44525274284897e-06,1.68930521354268e-06,"Nanog/Pou5f1/Sox2/Tcf3/Lefty1",5
"GO:0001711","GO:0001711","endodermal cell fate commitment","3/11","15/21077",4.79510228212047e-08,8.41540450512143e-06,4.12631170066683e-06,"Nanog/Pou5f1/Sox2",3
"GO:0048863","GO:0048863","stem cell differentiation","5/11","230/21077",6.48872159238704e-08,9.1101651157114e-06,4.46697254886434e-06,"Esrrb/Jarid2/Nanog/Pou5f1/Sox2",5
"GO:0032526","GO:0032526","response to retinoic acid","4/11","85/21077",7.95485730770924e-08,9.30718305001981e-06,4.56357603442267e-06,"Nanog/Pou5f1/Sox2/Lefty1",4
"GO:0035987","GO:0035987","endodermal cell differentiation","3/11","27/21077",3.07204706049935e-07,3.08082433781506e-05,1.51061562223051e-05,"Nanog/Pou5f1/Sox2",3
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","3/11","31/21077",4.71559812982802e-07,4.01579097025738e-05,1.96905630120582e-05,"Nanog/Pou5f1/Sox2",3
"GO:0001101","GO:0001101","response to acid chemical","5/11","354/21077",5.52481531398207e-07,4.01579097025738e-05,1.96905630120582e-05,"Nanog/Pou5f1/Sox2/Klf2/Lefty1",5
"GO:0001706","GO:0001706","endoderm formation","3/11","33/21077",5.7204999576316e-07,4.01579097025738e-05,1.96905630120582e-05,"Nanog/Pou5f1/Sox2",3
"GO:0051302","GO:0051302","regulation of cell division","4/11","159/21077",9.8753064003095e-07,6.30224099365206e-05,3.09016764870929e-05,"Esrrb/Nanog/Pou5f1/Fgf4",4
"GO:0035019","GO:0035019","somatic stem cell population maintenance","3/11","55/21077",2.7334929244985e-06,0.000159909336083162,7.84080865185097e-05,"Nanog/Pou5f1/Sox2",3
"GO:0007492","GO:0007492","endoderm development","3/11","71/21077",5.92802778292698e-06,0.000320113500278057,0.000156960735628917,"Nanog/Pou5f1/Sox2",3
