"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","3/7","54/20775",5.76738864370628e-07,2.4799771167937e-05,5.46384187298489e-06,"Bmp4/Smad6/Lefty1",3
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","2/7","18/20775",1.48512946607541e-05,0.000319302835206212,7.03482378667298e-05,"Bmp4/Smad6",2
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","2/7","26/20775",3.15063805654421e-05,0.000451591454771337,9.94938333645541e-05,"Bmp4/Smad6",2
"GO:0005126","GO:0005126","cytokine receptor binding","3/7","331/20775",0.000133774500673261,0.00143807588223756,0.000316834343699829,"Bmp4/Smad6/Lefty1",3
"GO:0008083","GO:0008083","growth factor activity","2/7","146/20775",0.00100654110363308,0.00705080612990791,0.00155342117917188,"Bmp4/Lefty1",2
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","2/7","153/20775",0.00110447698439267,0.00705080612990791,0.00155342117917188,"Gata6/Pitx2",2
"GO:0008201","GO:0008201","heparin binding","2/7","156/20775",0.00114780564905478,0.00705080612990791,0.00155342117917188,"Bmp4/Fgfr2",2
"GO:0005539","GO:0005539","glycosaminoglycan binding","2/7","210/20775",0.00206539595948762,0.0106223470078042,0.00234029677038526,"Bmp4/Fgfr2",2
"GO:0005125","GO:0005125","cytokine activity","2/7","218/20775",0.00222328193186599,0.0106223470078042,0.00234029677038526,"Bmp4/Lefty1",2
"GO:1901681","GO:1901681","sulfur compound binding","2/7","253/20775",0.00297955246413194,0.0115724568068274,0.00254962328669392,"Bmp4/Fgfr2",2
"GO:0070410","GO:0070410","co-SMAD binding","1/7","11/20775",0.00370102929362515,0.0115724568068274,0.00254962328669392,"Smad6",1
"GO:0070411","GO:0070411","I-SMAD binding","1/7","11/20775",0.00370102929362515,0.0115724568068274,0.00254962328669392,"Smad6",1
"GO:0070700","GO:0070700","BMP receptor binding","1/7","11/20775",0.00370102929362515,0.0115724568068274,0.00254962328669392,"Bmp4",1
"GO:0034713","GO:0034713","type I transforming growth factor beta receptor binding","1/7","12/20775",0.00403690353726538,0.0115724568068274,0.00254962328669392,"Smad6",1
"GO:0039706","GO:0039706","co-receptor binding","1/7","12/20775",0.00403690353726538,0.0115724568068274,0.00254962328669392,"Bmp4",1
"GO:0070412","GO:0070412","R-SMAD binding","1/7","25/20775",0.00839444479793217,0.0220791400228802,0.00486443721434325,"Smad6",1
"GO:0017134","GO:0017134","fibroblast growth factor binding","1/7","26/20775",0.00872896233462706,0.0220791400228802,0.00486443721434325,"Fgfr2",1
"GO:0048018","GO:0048018","receptor ligand activity","2/7","491/20775",0.0108199075749,0.0258475569844833,0.00569468819731579,"Bmp4/Lefty1",2
"GO:0001103","GO:0001103","RNA polymerase II repressing transcription factor binding","1/7","35/20775",0.0117352699932026,0.0265587689319849,0.00585138116004563,"Gata6",1
"GO:0042056","GO:0042056","chemoattractant activity","1/7","40/20775",0.0134020615233225,0.0288144322751433,0.00634834493210011,"Bmp4",1
"GO:0001102","GO:0001102","RNA polymerase II activating transcription factor binding","1/7","43/20775",0.0144009793752129,0.029487719673055,0.00649668242490807,"Pitx2",1
"GO:0004714","GO:0004714","transmembrane receptor protein tyrosine kinase activity","1/7","59/20775",0.0197139133300031,0.0385317396904605,0.00848924497464246,"Fgfr2",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/7","71/20775",0.023682486353011,0.0442759527469335,0.00975479987080543,"Gata6",1
"GO:0019199","GO:0019199","transmembrane receptor protein kinase activity","1/7","76/20775",0.0253319894099342,0.0453864810261321,0.00999946950392139,"Fgfr2",1
"GO:0033613","GO:0033613","activating transcription factor binding","1/7","80/20775",0.0266498714108744,0.0458377788267039,0.0100988986399103,"Pitx2",1
"GO:0046332","GO:0046332","SMAD binding","1/7","86/20775",0.0286238304665574,0.0473394119254603,0.010429735797531,"Smad6",1
"GO:0031490","GO:0031490","chromatin DNA binding","1/7","96/20775",0.0319061373316717,0.0508134779726623,0.0111951359058497,"Pitx2",1
"GO:0051219","GO:0051219","phosphoprotein binding","1/7","104/20775",0.0345251336786675,0.0530207410065251,0.011681436207068,"Pitx2",1
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","1/7","121/20775",0.0400703433839835,0.0573857524261049,0.0126431278294968,"Gata6",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/7","122/20775",0.0403956802483348,0.0573857524261049,0.0126431278294968,"Dnmt3b",1
"GO:0004713","GO:0004713","protein tyrosine kinase activity","1/7","125/20775",0.0413711238420756,0.0573857524261049,0.0126431278294968,"Fgfr2",1
"GO:0035326","GO:0035326","enhancer binding","1/7","132/20775",0.0436438543333494,0.0586464292604382,0.0129208779276363,"Gata6",1
"GO:0019838","GO:0019838","growth factor binding","1/7","146/20775",0.0481754630251894,0.0621528623723656,0.0136934090906069,"Fgfr2",1
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","1/7","149/20775",0.0491441237362891,0.0621528623723656,0.0136934090906069,"Dnmt3b",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","1/7","181/20775",0.0594240443390683,0.0730066830451411,0.0160847037308756,"Dnmt3b",1
