"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044798","GO:0044798","nuclear transcription factor complex","3/10","204/21319",9.85988360926678e-05,0.00256356973840936,0.00145303547926037,"Pou5f1/Sox2/Tcf3",3
"GO:0005667","GO:0005667","transcription factor complex","3/10","423/21319",0.000838975162573644,0.0109066771134574,0.00618192225054264,"Pou5f1/Sox2/Tcf3",3
"GO:0035098","GO:0035098","ESC/E(Z) complex","1/10","16/21319",0.00748132052060668,0.0546840765809488,0.0309950231632908,"Jarid2",1
"GO:0032039","GO:0032039","integrator complex","1/10","18/21319",0.0084129348586075,0.0546840765809488,0.0309950231632908,"Esrrb",1
"GO:0000790","GO:0000790","nuclear chromatin","2/10","402/21319",0.0144401803045867,0.075088937583851,0.0425605314240451,"Pou5f1/Tcf3",2
"GO:0000788","GO:0000788","nuclear nucleosome","1/10","38/21319",0.0176858864429525,0.0766388412527944,0.0434390193335677,"Tcf3",1
"GO:0031519","GO:0031519","PcG protein complex","1/10","47/21319",0.0218331933596347,0.081094718192929,0.045964617599231,"Jarid2",1
"GO:0017053","GO:0017053","transcriptional repressor complex","1/10","83/21319",0.0382652981101728,0.095631855479668,0.0542042905552774,"Pou5f1",1
"GO:0044291","GO:0044291","cell-cell contact zone","1/10","84/21319",0.0387181775139636,0.095631855479668,0.0542042905552774,"Pecam1",1
"GO:0000786","GO:0000786","nucleosome","1/10","88/21319",0.0405277764197925,0.095631855479668,0.0542042905552774,"Tcf3",1
"GO:0035097","GO:0035097","histone methyltransferase complex","1/10","96/21319",0.0441377794521545,0.095631855479668,0.0542042905552774,"Jarid2",1
"GO:0044815","GO:0044815","DNA packaging complex","1/10","96/21319",0.0441377794521545,0.095631855479668,0.0542042905552774,"Tcf3",1
"GO:0034708","GO:0034708","methyltransferase complex","1/10","120/21319",0.0548945621739865,0.109789124347973,0.0622286534765839,"Jarid2",1
"GO:0001726","GO:0001726","ruffle","1/10","147/21319",0.0668656202409907,0.124179009018983,0.0703848634115692,"Pecam1",1
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","1/10","163/21319",0.0738950136766029,0.128084690372778,0.0725986099278906,"Tcf3",1
"GO:0032993","GO:0032993","protein-DNA complex","1/10","191/21319",0.0860818623103737,0.133063659066728,0.0754206974467284,"Tcf3",1
"GO:0000793","GO:0000793","condensed chromosome","1/10","195/21319",0.0878110071381579,0.133063659066728,0.0754206974467284,"Esrrb",1
"GO:0044449","GO:0044449","contractile fiber part","1/10","205/21319",0.092120994738504,0.133063659066728,0.0754206974467284,"Pecam1",1
"GO:0043292","GO:0043292","contractile fiber","1/10","228/21319",0.101964493483393,0.139530359503591,0.0790860337267317,"Pecam1",1
"GO:0016607","GO:0016607","nuclear speck","1/10","322/21319",0.141203780347365,0.181379897075492,0.102806419395016,"Tcf3",1
"GO:0045121","GO:0045121","membrane raft","1/10","370/21319",0.160639599693696,0.181379897075492,0.102806419395016,"Pecam1",1
"GO:0098857","GO:0098857","membrane microdomain","1/10","371/21319",0.161040268174438,0.181379897075492,0.102806419395016,"Pecam1",1
"GO:0098589","GO:0098589","membrane region","1/10","383/21319",0.165834881707507,0.181379897075492,0.102806419395016,"Pecam1",1
"GO:0031252","GO:0031252","cell leading edge","1/10","387/21319",0.167427597300454,0.181379897075492,0.102806419395016,"Pecam1",1
"GO:0009897","GO:0009897","external side of plasma membrane","1/10","434/21319",0.185938070792443,0.19337559362414,0.109605599625019,"Pecam1",1
"GO:0005911","GO:0005911","cell-cell junction","1/10","482/21319",0.204459287761931,0.204459287761931,0.115887855411621,"Pecam1",1
