"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","5/13","436/20775",4.45669658514892e-06,0.000158473274973866,2.94377600570649e-05,"Esrrb/Gbx2/Klf4/Pou5f1/Myc",5
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","3/13","54/20775",4.66097867570195e-06,0.000158473274973866,2.94377600570649e-05,"Bmp4/Smad6/Lefty1",3
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","4/13","237/20775",1.0889919509031e-05,0.000246838175538037,4.58522926696043e-05,"Jarid2/Pou5f1/Cdx2/Myc",4
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","3/13","121/20775",5.28198430251795e-05,0.0007478946781165,0.000138927803984489,"Esrrb/Pou5f1/Cdx2",3
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","2/13","18/20775",5.49922557438603e-05,0.0007478946781165,0.000138927803984489,"Bmp4/Smad6",2
"GO:0035326","GO:0035326","enhancer binding","3/13","132/20775",6.84453415205298e-05,0.000775713870566005,0.000144095455832694,"Esrrb/Pou5f1/Cdx2",3
"GO:0008083","GO:0008083","growth factor activity","3/13","146/20775",9.23503910299333e-05,0.000897118084290781,0.000166647322159278,"Bmp4/Fgf4/Lefty1",3
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding","2/13","26/20775",0.000116484172035115,0.000990115462298482,0.000183922376897551,"Bmp4/Smad6",2
"GO:0001047","GO:0001047","core promoter binding","2/13","62/20775",0.000669201074036377,0.00505618589271929,0.000939229577594915,"Gbx2/Myc",2
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","3/13","307/20775",0.000818814446161512,0.00556793823389828,0.00103429193199349,"Pou5f1/Smad6/Myc",3
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","3/13","327/20775",0.000982933664639406,0.00576913660275242,0.00107166624199735,"Pou5f1/Smad6/Myc",3
"GO:0005126","GO:0005126","cytokine receptor binding","3/13","331/20775",0.00101808292989749,0.00576913660275242,0.00107166624199735,"Bmp4/Smad6/Lefty1",3
"GO:0000980","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","2/13","94/20775",0.00152947376695407,0.00800032431945207,0.00148612835655456,"Esrrb/Cdx2",2
"GO:0048018","GO:0048018","receptor ligand activity","3/13","491/20775",0.00314483655209117,0.0152749203958714,0.00283744651316497,"Bmp4/Fgf4/Lefty1",3
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","2/13","153/20775",0.00398500044303016,0.0175905394711265,0.00326759247141668,"Gbx2/Klf4",2
"GO:0008201","GO:0008201","heparin binding","2/13","156/20775",0.00413895046379446,0.0175905394711265,0.00326759247141668,"Bmp4/Fgfr2",2
"GO:0003714","GO:0003714","transcription corepressor activity","2/13","190/20775",0.00607356166925927,0.0212080972642806,0.00393958463113572,"Pou5f1/Cdx2",2
"GO:0001162","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","1/13","11/20775",0.00686342427033471,0.0212080972642806,0.00393958463113572,"Pou5f1",1
"GO:0070410","GO:0070410","co-SMAD binding","1/13","11/20775",0.00686342427033471,0.0212080972642806,0.00393958463113572,"Smad6",1
"GO:0070411","GO:0070411","I-SMAD binding","1/13","11/20775",0.00686342427033471,0.0212080972642806,0.00393958463113572,"Smad6",1
"GO:0070700","GO:0070700","BMP receptor binding","1/13","11/20775",0.00686342427033471,0.0212080972642806,0.00393958463113572,"Bmp4",1
"GO:0005539","GO:0005539","glycosaminoglycan binding","2/13","210/20775",0.00737109690390842,0.0212080972642806,0.00393958463113572,"Bmp4/Fgfr2",2
"GO:0034713","GO:0034713","type I transforming growth factor beta receptor binding","1/13","12/20775",0.00748521079915787,0.0212080972642806,0.00393958463113572,"Smad6",1
"GO:0039706","GO:0039706","co-receptor binding","1/13","12/20775",0.00748521079915787,0.0212080972642806,0.00393958463113572,"Bmp4",1
"GO:0005125","GO:0005125","cytokine activity","2/13","218/20775",0.00792242859446225,0.0215490057769373,0.00400291128983356,"Bmp4/Lefty1",2
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/13","14/20775",0.00872770596045691,0.0228263078965796,0.00424018103342036,"Pou5f1",1
"GO:0044213","GO:0044213","intronic transcription regulatory region DNA binding","1/13","15/20775",0.00934841497363126,0.0235441562298861,0.00437352747304386,"Pou5f1",1
"GO:1901681","GO:1901681","sulfur compound binding","2/13","253/20775",0.0105464769828248,0.0256128726725745,0.00475780916518411,"Bmp4/Fgfr2",2
"GO:0035014","GO:0035014","phosphatidylinositol 3-kinase regulator activity","1/13","20/20775",0.0124465819704763,0.0291850887583583,0.0054213787167229,"Klf4",1
"GO:0008327","GO:0008327","methyl-CpG binding","1/13","21/20775",0.0130651410856,0.0296143197940266,0.00550111203604209,"Cdx2",1
"GO:0070412","GO:0070412","R-SMAD binding","1/13","25/20775",0.015535802921458,0.0323051513428694,0.00600095690579617,"Smad6",1
"GO:0071837","GO:0071837","HMG box domain binding","1/13","25/20775",0.015535802921458,0.0323051513428694,0.00600095690579617,"Pou5f1",1
"GO:0005104","GO:0005104","fibroblast growth factor receptor binding","1/13","26/20775",0.0161525756714347,0.0323051513428694,0.00600095690579617,"Fgf4",1
"GO:0017134","GO:0017134","fibroblast growth factor binding","1/13","26/20775",0.0161525756714347,0.0323051513428694,0.00600095690579617,"Fgfr2",1
"GO:0032452","GO:0032452","histone demethylase activity","1/13","27/20775",0.0167689917163657,0.0325797553346534,0.00605196693522973,"Jarid2",1
"GO:0035198","GO:0035198","miRNA binding","1/13","29/20775",0.0180007544474577,0.0340014250674202,0.00631605419209044,"Pou5f1",1
"GO:0061980","GO:0061980","regulatory RNA binding","1/13","36/20775",0.0223007155675659,0.0409850988809318,0.00761333106147341,"Pou5f1",1
"GO:0000993","GO:0000993","RNA polymerase II complex binding","1/13","37/20775",0.0229135749483282,0.041003239381219,0.00761670081384872,"Esrrb",1
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/13","38/20775",0.0235260796993009,0.0410198312705759,0.00761978289855899,"Gbx2",1
"GO:0031369","GO:0031369","translation initiation factor binding","1/13","40/20775",0.0247500260642451,0.041048823716309,0.00762516849219363,"Myc",1
"GO:0042056","GO:0042056","chemoattractant activity","1/13","40/20775",0.0247500260642451,0.041048823716309,0.00762516849219363,"Bmp4",1
"GO:0032451","GO:0032451","demethylase activity","1/13","42/20775",0.0259725561662257,0.0410728795186826,0.00762963706229397,"Jarid2",1
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","1/13","42/20775",0.0259725561662257,0.0410728795186826,0.00762963706229397,"Esrrb",1
"GO:0070888","GO:0070888","E-box binding","1/13","47/20775",0.029022695126491,0.044853256104577,0.00833187419899264,"Myc",1
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding","1/13","49/20775",0.0302402801298072,0.0456964233072642,0.00848849968555991,"Gbx2",1
"GO:0001221","GO:0001221","transcription cofactor binding","1/13","51/20775",0.0314564556194508,0.0458954753294146,0.0085254752933897,"Klf4",1
"GO:0003712","GO:0003712","transcription coregulator activity","2/13","457/20775",0.0320841421454884,0.0458954753294146,0.0085254752933897,"Pou5f1/Cdx2",2
"GO:1990841","GO:1990841","promoter-specific chromatin binding","1/13","53/20775",0.0326712230912872,0.0458954753294146,0.0085254752933897,"Klf4",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/13","55/20775",0.0338845840397394,0.0458954753294146,0.0085254752933897,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/13","57/20775",0.0350965399577876,0.0458954753294146,0.0085254752933897,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/13","57/20775",0.0350965399577876,0.0458954753294146,0.0085254752933897,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/13","57/20775",0.0350965399577876,0.0458954753294146,0.0085254752933897,"Esrrb",1
