"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001667","GO:0001667","ameboidal-type cell migration","5/8","410/21077",1.45080929238692e-07,0.000163439956057405,4.25221857634987e-05,"Bmp4/Gbx2/Klf4/Lefty1/Pecam1",5
"GO:0007369","GO:0007369","gastrulation","4/8","171/21077",2.85484639401582e-07,0.000163439956057405,4.25221857634987e-05,"Bmp4/Klf4/Pou5f1/Lefty1",4
"GO:0048863","GO:0048863","stem cell differentiation","4/8","230/21077",9.34434792605935e-07,0.000306580101295406,7.97629682064811e-05,"Bmp4/Esrrb/Gbx2/Pou5f1",4
"GO:0043583","GO:0043583","ear development","4/8","238/21077",1.07102218793155e-06,0.000306580101295406,7.97629682064811e-05,"Bmp4/Esrrb/Gbx2/Myc",4
"GO:0032526","GO:0032526","response to retinoic acid","3/8","85/21077",3.49345791903244e-06,0.000800001863458428,0.000208136545491827,"Klf4/Pou5f1/Lefty1",3
"GO:0060395","GO:0060395","SMAD protein signal transduction","3/8","92/21077",4.43617561805259e-06,0.0008300110103668,0.000215944027519011,"Bmp4/Pou5f1/Lefty1",3
"GO:0003129","GO:0003129","heart induction","2/8","10/21077",5.66427119535757e-06,0.0008300110103668,0.000215944027519011,"Bmp4/Pou5f1",2
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","3/8","101/21077",5.8775495143411e-06,0.0008300110103668,0.000215944027519011,"Bmp4/Pou5f1/Myc",3
"GO:0003002","GO:0003002","regionalization","4/8","375/21077",6.52410401161677e-06,0.0008300110103668,0.000215944027519011,"Bmp4/Gbx2/Pou5f1/Lefty1",4
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/8","111/21077",7.80920727059516e-06,0.000894154232483146,0.00023263217448194,"Bmp4/Pou5f1/Lefty1",3
"GO:0060391","GO:0060391","positive regulation of SMAD protein signal transduction","2/8","13/21077",9.81248017690394e-06,0.00102138998205046,0.000265735109097016,"Bmp4/Pou5f1",2
"GO:0003128","GO:0003128","heart field specification","2/8","15/21077",1.3204093589943e-05,0.00110087717427026,0.000286415297925519,"Bmp4/Pou5f1",2
"GO:0072074","GO:0072074","kidney mesenchyme development","2/8","15/21077",1.3204093589943e-05,0.00110087717427026,0.000286415297925519,"Bmp4/Myc",2
"GO:1901722","GO:1901722","regulation of cell proliferation involved in kidney development","2/8","16/21077",1.50875281018055e-05,0.00110087717427026,0.000286415297925519,"Bmp4/Myc",2
"GO:0007389","GO:0007389","pattern specification process","4/8","469/21077",1.57834207086616e-05,0.00110087717427026,0.000286415297925519,"Bmp4/Gbx2/Pou5f1/Lefty1",4
"GO:0045821","GO:0045821","positive regulation of glycolytic process","2/8","17/21077",1.70959525778711e-05,0.00110087717427026,0.000286415297925519,"Esrrb/Myc",2
"GO:0048568","GO:0048568","embryonic organ development","4/8","492/21077",1.90585540733093e-05,0.00110087717427026,0.000286415297925519,"Bmp4/Esrrb/Gbx2/Myc",4
"GO:0001710","GO:0001710","mesodermal cell fate commitment","2/8","18/21077",1.92292956204412e-05,0.00110087717427026,0.000286415297925519,"Bmp4/Pou5f1",2
"GO:0030813","GO:0030813","positive regulation of nucleotide catabolic process","2/8","18/21077",1.92292956204412e-05,0.00110087717427026,0.000286415297925519,"Esrrb/Myc",2
"GO:0051197","GO:0051197","positive regulation of coenzyme metabolic process","2/8","18/21077",1.92292956204412e-05,0.00110087717427026,0.000286415297925519,"Esrrb/Myc",2
"GO:0051302","GO:0051302","regulation of cell division","3/8","159/21077",2.29454261807364e-05,0.00123025697108406,0.000320076049475329,"Esrrb/Pou5f1/Myc",3
"GO:0019827","GO:0019827","stem cell population maintenance","3/8","166/21077",2.60996623156673e-05,0.00123025697108406,0.000320076049475329,"Esrrb/Klf4/Pou5f1",3
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","3/8","166/21077",2.60996623156673e-05,0.00123025697108406,0.000320076049475329,"Bmp4/Klf4/Myc",3
