"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000790","GO:0000790","nuclear chromatin","5/15","402/21319",5.97584985147337e-06,0.000112540462173799,5.92318221967362e-05,"Klf4/Pou5f1/Tcf3/Klf2/Myc",5
"GO:0044798","GO:0044798","nuclear transcription factor complex","4/15","204/21319",1.0230951106709e-05,0.000112540462173799,5.92318221967362e-05,"Klf4/Pou5f1/Sox2/Tcf3",4
"GO:0005667","GO:0005667","transcription factor complex","4/15","423/21319",0.000175343550212114,0.0012858527015555,0.000676764579766055,"Klf4/Pou5f1/Sox2/Tcf3",4
"GO:0005719","GO:0005719","nuclear euchromatin","2/15","35/21319",0.000271266733185278,0.00149196703251903,0.000785245806588962,"Klf4/Myc",2
"GO:0000791","GO:0000791","euchromatin","2/15","45/21319",0.000449520791487739,0.00197789148254605,0.0010409955171295,"Klf4/Myc",2
"GO:0017053","GO:0017053","transcriptional repressor complex","2/15","83/21319",0.00152150089480488,0.00557883661428457,0.00293622979699188,"Pou5f1/Cdx2",2
"GO:0000793","GO:0000793","condensed chromosome","2/15","195/21319",0.0080813014783057,0.0253983760746751,0.0133675663550921,"Esrrb/Cdx2",2
"GO:0035098","GO:0035098","ESC/E(Z) complex","1/15","16/21319",0.0112022730142081,0.0307860475196724,0.0162031829050907,"Jarid2",1
"GO:0032039","GO:0032039","integrator complex","1/15","18/21319",0.0125942921671387,0.0307860475196724,0.0162031829050907,"Esrrb",1
"GO:0000788","GO:0000788","nuclear nucleosome","1/15","38/21319",0.0264142453392417,0.0581113397463318,0.0305849156559641,"Tcf3",1
"GO:0031519","GO:0031519","PcG protein complex","1/15","47/21319",0.0325741386884872,0.0651482773769745,0.0342885670405129,"Jarid2",1
"GO:0000786","GO:0000786","nucleosome","1/15","88/21319",0.0601783590570651,0.0960345339807976,0.0505444915688408,"Tcf3",1
"GO:0005791","GO:0005791","rough endoplasmic reticulum","1/15","93/21319",0.0634939690611104,0.0960345339807976,0.0505444915688408,"Myc",1
"GO:0035097","GO:0035097","histone methyltransferase complex","1/15","96/21319",0.0654780913505438,0.0960345339807976,0.0505444915688408,"Jarid2",1
"GO:0044815","GO:0044815","DNA packaging complex","1/15","96/21319",0.0654780913505438,0.0960345339807976,0.0505444915688408,"Tcf3",1
"GO:0034708","GO:0034708","methyltransferase complex","1/15","120/21319",0.0812104110076922,0.111664315135577,0.0587706921766194,"Jarid2",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","1/15","143/21319",0.0960549527848134,0.124306409486229,0.0654244260453837,"Cdx2",1
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","1/15","163/21319",0.108780985662768,0.132954538032272,0.0699760726485641,"Tcf3",1
"GO:0032993","GO:0032993","protein-DNA complex","1/15","191/21319",0.126316701718046,0.146261444094579,0.0769797074181995,"Tcf3",1
"GO:0005819","GO:0005819","spindle","1/15","278/21319",0.178769769647846,0.19664674661263,0.103498287690858,"Myc",1
"GO:0016607","GO:0016607","nuclear speck","1/15","322/21319",0.204164217179995,0.213886322759995,0.11257174882105,"Tcf3",1
"GO:0005635","GO:0005635","nuclear envelope","1/15","416/21319",0.255980571826993,0.255980571826993,0.134726616751049,"Myc",1
