"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051145","GO:0051145","smooth muscle cell differentiation","5/10","73/21077",1.07789515166646e-10,9.13190407913854e-08,2.86888993626497e-08,"Bmp4/Fgfr2/Gata6/Smad6/Pitx2",5
"GO:0003151","GO:0003151","outflow tract morphogenesis","5/10","84/21077",2.21062348158777e-10,9.13190407913854e-08,2.86888993626497e-08,"Bmp4/Fgfr2/Gata6/Smad6/Pitx2",5
"GO:0060411","GO:0060411","cardiac septum morphogenesis","5/10","86/21077",2.49278546291316e-10,9.13190407913854e-08,2.86888993626497e-08,"Bmp4/Fgfr2/Gata6/Smad6/Pitx2",5
"GO:0009798","GO:0009798","axis specification","5/10","92/21077",3.51579780874811e-10,9.65965447953543e-08,3.03468863491942e-08,"Bmp4/Smad6/Cdx2/Lefty1/Pitx2",5
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","4/10","29/21077",6.03290701902597e-10,1.32603296278191e-07,4.16588105734846e-08,"Bmp4/Fgfr2/Gata6/Smad6",4
"GO:0003007","GO:0003007","heart morphogenesis","6/10","276/21077",9.59817925861158e-10,1.75806650086902e-07,5.52316280144666e-08,"Bmp4/Fgfr2/Gata6/Smad6/Lefty1/Pitx2",6
"GO:0048565","GO:0048565","digestive tract development","5/10","122/21077",1.47315757815752e-09,2.3128573977073e-07,7.26610053587466e-08,"Bmp4/Fgfr2/Gata6/Cdx2/Pitx2",5
"GO:0003279","GO:0003279","cardiac septum development","5/10","129/21077",1.95332283318466e-09,2.68337724208743e-07,8.43013012216538e-08,"Bmp4/Fgfr2/Gata6/Smad6/Pitx2",5
"GO:0055123","GO:0055123","digestive system development","5/10","135/21077",2.45758138817101e-09,3.00097993955548e-07,9.42791456514725e-08,"Bmp4/Fgfr2/Gata6/Cdx2/Pitx2",5
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","5/10","147/21077",3.77636256301847e-09,4.1502224567573e-07,1.30383886386322e-07,"Bmp4/Fgfr2/Gata6/Smad6/Pitx2",5
"GO:0003002","GO:0003002","regionalization","6/10","375/21077",6.02758490741907e-09,6.02210528477596e-07,1.89191181783106e-07,"Bmp4/Fgfr2/Smad6/Cdx2/Lefty1/Pitx2",6
"GO:0003205","GO:0003205","cardiac chamber development","5/10","194/21077",1.52308531043287e-08,1.39489229680477e-06,4.38221036685949e-07,"Bmp4/Fgfr2/Gata6/Smad6/Pitx2",5
"GO:0007389","GO:0007389","pattern specification process","6/10","469/21077",2.28957828864153e-08,1.93557426093618e-06,6.08082330910462e-07,"Bmp4/Fgfr2/Smad6/Cdx2/Lefty1/Pitx2",6
