"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005719","GO:0005719","nuclear euchromatin","2/8","35/21319",7.28621015518883e-05,0.00127055614719873,0.000764244299066908,"Klf4/Myc",2
"GO:0000791","GO:0000791","euchromatin","2/8","45/21319",0.00012100534735226,0.00127055614719873,0.000764244299066908,"Klf4/Myc",2
"GO:0000790","GO:0000790","nuclear chromatin","3/8","402/21319",0.000347324074890409,0.00243126852423286,0.0014624171574333,"Klf4/Pou5f1/Myc",3
"GO:0044798","GO:0044798","nuclear transcription factor complex","2/8","204/21319",0.00245634151237161,0.0128957929399509,0.00775686793380507,"Klf4/Pou5f1",2
"GO:0032039","GO:0032039","integrator complex","1/8","18/21319",0.00673571410135176,0.0282899992256774,0.0170165408876255,"Esrrb",1
"GO:0005667","GO:0005667","transcription factor complex","2/8","423/21319",0.0101602351948292,0.0355608231819023,0.0213899688312194,"Klf4/Pou5f1",2
"GO:0017053","GO:0017053","transcriptional repressor complex","1/8","83/21319",0.0307297864318565,0.0802101927866977,0.0482467325032768,"Pou5f1",1
"GO:0044291","GO:0044291","cell-cell contact zone","1/8","84/21319",0.0310949287236509,0.0802101927866977,0.0482467325032768,"Pecam1",1
"GO:0005791","GO:0005791","rough endoplasmic reticulum","1/8","93/21319",0.0343757969085847,0.0802101927866977,0.0482467325032768,"Myc",1
"GO:0001726","GO:0001726","ruffle","1/8","147/21319",0.0538576449520104,0.113101054399222,0.0680307094130658,"Pecam1",1
"GO:0000793","GO:0000793","condensed chromosome","1/8","195/21319",0.0708852234094669,0.130197703627727,0.0783144081971292,"Esrrb",1
"GO:0044449","GO:0044449","contractile fiber part","1/8","205/21319",0.0743986877872728,0.130197703627727,0.0783144081971292,"Pecam1",1
"GO:0043292","GO:0043292","contractile fiber","1/8","228/21319",0.0824355706883918,0.133165152650479,0.0800993399401378,"Pecam1",1
"GO:0005819","GO:0005819","spindle","1/8","278/21319",0.0996967121292722,0.149545068193908,0.0899519207181403,"Myc",1
"GO:0045121","GO:0045121","membrane raft","1/8","370/21319",0.130716050849398,0.15906839650116,0.0956802384969383,"Pecam1",1
"GO:0098857","GO:0098857","membrane microdomain","1/8","371/21319",0.131048012832939,0.15906839650116,0.0956802384969383,"Pecam1",1
"GO:0098589","GO:0098589","membrane region","1/8","383/21319",0.135022913280751,0.15906839650116,0.0956802384969383,"Pecam1",1
"GO:0031252","GO:0031252","cell leading edge","1/8","387/21319",0.136344339858137,0.15906839650116,0.0956802384969383,"Pecam1",1
"GO:0005635","GO:0005635","nuclear envelope","1/8","416/21319",0.14587197200871,0.159326269845811,0.0958353502831947,"Myc",1
"GO:0009897","GO:0009897","external side of plasma membrane","1/8","434/21319",0.151739304615058,0.159326269845811,0.0958353502831947,"Pecam1",1
"GO:0005911","GO:0005911","cell-cell junction","1/8","482/21319",0.167213455400793,0.167213455400793,0.10057952204559,"Pecam1",1
