"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","8/10","138/8657",1.4902858200237e-13,6.11017186209717e-12,4.39242136428038e-12,"12159/26380/16468/16600/71950/21423/13590/17869",8,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/12159/26380/16468/16600/71950/21423/13590/17869"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","3/10","95/8657",0.000145298268298425,0.00297861450011772,0.00214123763808206,"12159/13590/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/12159/13590/17869"")"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","2/10","118/8657",0.00771839660607039,0.075458799220746,0.0542450931497019,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04919/12159/17869"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/10","144/8657",0.0113289709969814,0.075458799220746,0.0542450931497019,"12159/18613",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159/18613"")"
"mmu05224","mmu05224","Breast cancer","2/10","147/8657",0.011785774784898,0.075458799220746,0.0542450931497019,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175/17869"")"
"mmu05226","mmu05226","Gastric cancer","2/10","150/8657",0.0122507160240983,0.075458799220746,0.0542450931497019,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14175/17869"")"
"mmu04390","mmu04390","Hippo signaling pathway","2/10","154/8657",0.0128832096230542,0.075458799220746,0.0542450931497019,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/12159/17869"")"
"mmu05202","mmu05202","Transcriptional misregulation in cancer","2/10","183/8657",0.0178879900074121,0.0916759487879872,0.0659031210799395,"21423/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05202/21423/17869"")"
"mmu05205","mmu05205","Proteoglycans in cancer","2/10","205/8657",0.0221577531906357,0.100940875646229,0.0725634022617309,"71950/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05205/71950/17869"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","2/10","246/8657",0.0311351492788632,0.127654112043339,0.0917667557692811,"21423/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/21423/17869"")"
"mmu05216","mmu05216","Thyroid cancer","1/10","37/8657",0.04194865269305,0.146298746911589,0.105169830899216,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05216/17869"")"
"mmu04010","mmu04010","MAPK signaling pathway","2/10","294/8657",0.0432010641034981,0.146298746911589,0.105169830899216,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14175/17869"")"
"mmu05219","mmu05219","Bladder cancer","1/10","41/8657",0.0463874075573329,0.146298746911589,0.105169830899216,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05219/17869"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","2/10","355/8657",0.0606951297704773,0.164338500994974,0.118138075169686,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14175/17869"")"
"mmu05144","mmu05144","Malaria","1/10","56/8657",0.0628683787564723,0.164338500994974,0.118138075169686,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05144/18613"")"
"mmu05213","mmu05213","Endometrial cancer","1/10","58/8657",0.0650463609949893,0.164338500994974,0.118138075169686,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05213/17869"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/10","63/8657",0.0704713995155836,0.164338500994974,0.118138075169686,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05230","mmu05230","Central carbon metabolism in cancer","1/10","67/8657",0.074791014011276,0.164338500994974,0.118138075169686,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05230/17869"")"
