"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005667","GO:0005667","transcription factor complex","5/13","423/21319",3.3898818196989e-06,6.80027763034363e-05,4.58123966675781e-05,"Klf4/Pou5f1/Smad6/Sox2/Tcf3",5
"GO:0044798","GO:0044798","nuclear transcription factor complex","4/13","204/21319",5.4402221042749e-06,6.80027763034363e-05,4.58123966675781e-05,"Klf4/Pou5f1/Sox2/Tcf3",4
"GO:0017053","GO:0017053","transcriptional repressor complex","2/13","83/21319",0.00113598714781892,0.00946655956515765,0.00637747170705357,"Pou5f1/Cdx2",2
"GO:0000790","GO:0000790","nuclear chromatin","3/13","402/21319",0.00165352827889663,0.0103345517431039,0.00696222433219633,"Klf4/Pou5f1/Tcf3",3
"GO:0000793","GO:0000793","condensed chromosome","2/13","195/21319",0.00607576468964838,0.0303788234482419,0.0204657336914472,"Esrrb/Cdx2",2
"GO:0032039","GO:0032039","integrator complex","1/13","18/21319",0.0109237515205804,0.0455156313357519,0.0306631621630328,"Esrrb",1
"GO:0005719","GO:0005719","nuclear euchromatin","1/13","35/21319",0.0211393852970245,0.0716625046696673,0.0482778978827232,"Klf4",1
"GO:0000788","GO:0000788","nuclear nucleosome","1/13","38/21319",0.0229320014942935,0.0716625046696673,0.0482778978827232,"Tcf3",1
"GO:0000791","GO:0000791","euchromatin","1/13","45/21319",0.0271029944152424,0.0752860955978957,0.0507190538764771,"Klf4",1
"GO:0044291","GO:0044291","cell-cell contact zone","1/13","84/21319",0.0500420609658414,0.118748212412813,0.0799987957307369,"Pecam1",1
"GO:0000786","GO:0000786","nucleosome","1/13","88/21319",0.0523663347076945,0.118748212412813,0.0799987957307369,"Tcf3",1
"GO:0044815","GO:0044815","DNA packaging complex","1/13","96/21319",0.05699914195815,0.118748212412813,0.0799987957307369,"Tcf3",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","1/13","143/21319",0.0837973389906652,0.153652256588776,0.103513099175597,"Cdx2",1
"GO:0001726","GO:0001726","ruffle","1/13","147/21319",0.0860452636897147,0.153652256588776,0.103513099175597,"Pecam1",1
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","1/13","163/21319",0.094986147734254,0.158310246223757,0.106651113245478,"Tcf3",1
"GO:0032993","GO:0032993","protein-DNA complex","1/13","191/21319",0.110438677424889,0.17256043347639,0.11625123939462,"Tcf3",1
"GO:0044449","GO:0044449","contractile fiber part","1/13","205/21319",0.118073270163656,0.173637162005377,0.116976614403622,"Pecam1",1
"GO:0043292","GO:0043292","contractile fiber","1/13","228/21319",0.130484629639344,0.181228652276867,0.12209088153389,"Pecam1",1
"GO:0016607","GO:0016607","nuclear speck","1/13","322/21319",0.179551991349813,0.2304051046589,0.155220281033365,"Tcf3",1
"GO:0045121","GO:0045121","membrane raft","1/13","370/21319",0.203609633311179,0.2304051046589,0.155220281033365,"Pecam1",1
"GO:0098857","GO:0098857","membrane microdomain","1/13","371/21319",0.204103837080665,0.2304051046589,0.155220281033365,"Pecam1",1
"GO:0098589","GO:0098589","membrane region","1/13","383/21319",0.210012242735278,0.2304051046589,0.155220281033365,"Pecam1",1
"GO:0031252","GO:0031252","cell leading edge","1/13","387/21319",0.211972696286188,0.2304051046589,0.155220281033365,"Pecam1",1
"GO:0009897","GO:0009897","external side of plasma membrane","1/13","434/21319",0.234674087775971,0.244452174766637,0.164683570369103,"Pecam1",1
"GO:0005911","GO:0005911","cell-cell junction","1/13","482/21319",0.257234133683286,0.257234133683286,0.173294574270845,"Pecam1",1
