"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","7/10","138/8657",2.58992523782347e-11,4.66186542808225e-10,4.36197934791321e-10,"26380/16468/71950/18999/20674/21423/13590",7,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/26380/16468/71950/18999/20674/21423/13590"")"
"mmu05202","mmu05202","Transcriptional misregulation in cancer","2/10","183/8657",0.0178879900074121,0.160991910066709,0.150635705325576,"21423/18109",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05202/21423/18109"")"
"mmu05144","mmu05144","Malaria","1/10","56/8657",0.0628683787564723,0.281881533306126,0.263748803093451,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05144/18613"")"
"mmu05218","mmu05218","Melanoma","1/10","72/8657",0.0801651224365729,0.281881533306126,0.263748803093451,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","1/10","95/8657",0.10452597438125,0.281881533306126,0.263748803093451,"13590",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/13590"")"
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/10","115/8657",0.125235639560758,0.281881533306126,0.263748803093451,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04670/18613"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","1/10","144/8657",0.154499353314394,0.281881533306126,0.263748803093451,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/18613"")"
"mmu05224","mmu05224","Breast cancer","1/10","147/8657",0.157475766868561,0.281881533306126,0.263748803093451,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175"")"
"mmu05226","mmu05226","Gastric cancer","1/10","150/8657",0.160442747026684,0.281881533306126,0.263748803093451,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/14175"")"
"mmu04390","mmu04390","Hippo signaling pathway","1/10","154/8657",0.164384092339867,0.281881533306126,0.263748803093451,"20674",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/20674"")"
"mmu04514","mmu04514","Cell adhesion molecules (CAMs)","1/10","171/8657",0.180949697972917,0.281881533306126,0.263748803093451,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04514/18613"")"
"mmu05205","mmu05205","Proteoglycans in cancer","1/10","205/8657",0.213197170512583,0.281881533306126,0.263748803093451,"71950",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05205/71950"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/10","214/8657",0.221539725002092,0.281881533306126,0.263748803093451,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/10","216/8657",0.223382779171215,0.281881533306126,0.263748803093451,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14175"")"
"mmu04014","mmu04014","Ras signaling pathway","1/10","232/8657",0.237986423795982,0.281881533306126,0.263748803093451,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14175"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","1/10","246/8657",0.250561362938778,0.281881533306126,0.263748803093451,"21423",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/21423"")"
"mmu04010","mmu04010","MAPK signaling pathway","1/10","294/8657",0.292270381576113,0.309462756962944,0.289555795988719,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/14175"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","1/10","355/8657",0.342256582891714,0.342256582891714,0.320240077559499,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14175"")"
