"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051145","GO:0051145","smooth muscle cell differentiation","4/7","73/21077",4.59781135289201e-09,1.07037841469752e-06,2.0978568356767e-07,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:0003007","GO:0003007","heart morphogenesis","5/7","276/21077",7.63391700961396e-09,1.07037841469752e-06,2.0978568356767e-07,"Fgfr2/Gata6/Smad6/Lefty1/Pitx2",5
"GO:0003151","GO:0003151","outflow tract morphogenesis","4/7","84/21077",8.14048233911216e-09,1.07037841469752e-06,2.0978568356767e-07,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:0060411","GO:0060411","cardiac septum morphogenesis","4/7","86/21077",8.95714154558591e-09,1.07037841469752e-06,2.0978568356767e-07,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:0009798","GO:0009798","axis specification","4/7","92/21077",1.17776530167977e-08,1.12594362840586e-06,2.20676024946314e-07,"Smad6/Cdx2/Lefty1/Pitx2",4
"GO:0003002","GO:0003002","regionalization","5/7","375/21077",3.54086191164168e-08,2.51948071521291e-06,4.93798246320082e-07,"Fgfr2/Smad6/Cdx2/Lefty1/Pitx2",5
"GO:0048565","GO:0048565","digestive tract development","4/7","122/21077",3.68961611014443e-08,2.51948071521291e-06,4.93798246320082e-07,"Fgfr2/Gata6/Cdx2/Pitx2",4
"GO:0003279","GO:0003279","cardiac septum development","4/7","129/21077",4.62097910019192e-08,2.76103501236467e-06,5.41140973575106e-07,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:0055123","GO:0055123","digestive system development","4/7","135/21077",5.55042307559283e-08,2.94789136681486e-06,5.77763337693288e-07,"Fgfr2/Gata6/Cdx2/Pitx2",4
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","4/7","147/21077",7.82107099129983e-08,3.54854538629828e-06,6.95486763665595e-07,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","3/7","29/21077",8.1661086295567e-08,3.54854538629828e-06,6.95486763665595e-07,"Fgfr2/Gata6/Smad6",3
"GO:0007389","GO:0007389","pattern specification process","5/7","469/21077",1.08111867173213e-07,4.30645604239964e-06,8.44031243720696e-07,"Fgfr2/Smad6/Cdx2/Lefty1/Pitx2",5
"GO:0035886","GO:0035886","vascular smooth muscle cell differentiation","3/7","36/21077",1.5940856922391e-07,5.86133046838684e-06,1.14877430452858e-06,"Gata6/Smad6/Pitx2",3
"GO:0003205","GO:0003205","cardiac chamber development","4/7","194/21077",2.38353122313786e-07,8.13805660471354e-06,1.59499457788924e-06,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:0060976","GO:0060976","coronary vasculature development","3/7","79/21077",1.75473645700332e-06,5.59176017631725e-05,1.095940664374e-05,"Fgfr2/Gata6/Smad6",3
"GO:0003281","GO:0003281","ventricular septum development","3/7","87/21077",2.34931017563262e-06,7.01856414970245e-05,1.37558293178489e-05,"Fgfr2/Smad6/Pitx2",3
"GO:0042692","GO:0042692","muscle cell differentiation","4/7","395/21077",4.06682512048077e-06,0.000114349553387636,2.24116059271076e-05,"Fgfr2/Gata6/Smad6/Pitx2",4
"GO:2000288","GO:2000288","positive regulation of myoblast proliferation","2/7","11/21077",5.19274138252979e-06,0.000137896132269402,2.70265487160907e-05,"Gata6/Pitx2",2
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","3/7","146/21077",1.11667664881738e-05,0.000264764911397779,5.18918236388513e-05,"Fgfr2/Gata6/Cdx2",3
"GO:2000291","GO:2000291","regulation of myoblast proliferation","2/7","16/21077",1.13206590780804e-05,0.000264764911397779,5.18918236388513e-05,"Gata6/Pitx2",2
"GO:0003231","GO:0003231","cardiac ventricle development","3/7","148/21077",1.16319312538773e-05,0.000264764911397779,5.18918236388513e-05,"Fgfr2/Smad6/Pitx2",3
"GO:0060947","GO:0060947","cardiac vascular smooth muscle cell differentiation","2/7","18/21077",1.44292737746584e-05,0.000313508766558487,6.14452328203156e-05,"Gata6/Smad6",2
"GO:0048557","GO:0048557","embryonic digestive tract morphogenesis","2/7","20/21077",1.79130367308567e-05,0.000372279632928239,7.2963856706922e-05,"Fgfr2/Pitx2",2
"GO:0051450","GO:0051450","myoblast proliferation","2/7","21/21077",1.97954871997208e-05,0.000394260120061105,7.72718579287345e-05,"Gata6/Pitx2",2
"GO:0035051","GO:0035051","cardiocyte differentiation","3/7","182/21077",2.16087937994544e-05,0.000400262323739891,7.8448242265691e-05,"Gata6/Smad6/Pitx2",3
"GO:0060575","GO:0060575","intestinal epithelial cell differentiation","2/7","22/21077",2.17715908310401e-05,0.000400262323739891,7.8448242265691e-05,"Gata6/Cdx2",2
"GO:0003171","GO:0003171","atrioventricular valve development","2/7","27/21077",3.30553456026583e-05,0.000564301971359667,0.000110598712730699,"Smad6/Pitx2",2
"GO:0060045","GO:0060045","positive regulation of cardiac muscle cell proliferation","2/7","27/21077",3.30553456026583e-05,0.000564301971359667,0.000110598712730699,"Fgfr2/Gata6",2
"GO:0030324","GO:0030324","lung development","3/7","224/21077",4.01700447095824e-05,0.000662113150730358,0.000129768928462898,"Fgfr2/Gata6/Pitx2",3
"GO:0030323","GO:0030323","respiratory tube development","3/7","227/21077",4.17952195973144e-05,0.000665937165583877,0.00013051840505828,"Fgfr2/Gata6/Pitx2",3
"GO:0048863","GO:0048863","stem cell differentiation","3/7","230/21077",4.34631585415884e-05,0.000666199614030121,0.000130569842873113,"Fgfr2/Gata6/Pitx2",3
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/7","232/21077",4.45991373409286e-05,0.000666199614030121,0.000130569842873113,"Gata6/Smad6/Lefty1",3
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","2/7","32/21077",4.66737436969676e-05,0.000676062105671227,0.000132502813047213,"Fgfr2/Smad6",2
"GO:0048566","GO:0048566","embryonic digestive tract development","2/7","33/21077",4.96770908097788e-05,0.000698401453149243,0.000136881148051712,"Fgfr2/Pitx2",2
"GO:0060541","GO:0060541","respiratory system development","3/7","255/21077",5.9096432451043e-05,0.000807088420331388,0.00015818293197422,"Fgfr2/Gata6/Pitx2",3
"GO:0048738","GO:0048738","cardiac muscle tissue development","3/7","260/21077",6.26106591920089e-05,0.000831330419271674,0.000162934171581544,"Fgfr2/Gata6/Pitx2",3
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","2/7","42/21077",8.08922248357541e-05,0.00104504009382407,0.000204819573552834,"Fgfr2/Gata6",2
"GO:0060421","GO:0060421","positive regulation of heart growth","2/7","45/21077",9.29678104717547e-05,0.00113945162578202,0.000223323485343756,"Fgfr2/Gata6",2
"GO:1902893","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","2/7","45/21077",9.29678104717547e-05,0.00113945162578202,0.000223323485343756,"Gata6/Smad6",2
"GO:0060043","GO:0060043","regulation of cardiac muscle cell proliferation","2/7","50/21077",0.000114944917848781,0.00137359176829293,0.000269213097066881,"Fgfr2/Gata6",2
"GO:0060412","GO:0060412","ventricular septum morphogenesis","2/7","51/21077",0.000119617610466494,0.00138267195473418,0.000270992741623743,"Fgfr2/Pitx2",2
"GO:0060428","GO:0060428","lung epithelium development","2/7","52/21077",0.000124382623543033,0.00138267195473418,0.000270992741623743,"Fgfr2/Gata6",2
"GO:0061614","GO:0061614","pri-miRNA transcription by RNA polymerase II","2/7","52/21077",0.000124382623543033,0.00138267195473418,0.000270992741623743,"Gata6/Smad6",2
"GO:0009948","GO:0009948","anterior/posterior axis specification","2/7","54/21077",0.000134189434177439,0.00139440325080035,0.000273291982649704,"Cdx2/Lefty1",2
"GO:0048546","GO:0048546","digestive tract morphogenesis","2/7","54/21077",0.000134189434177439,0.00139440325080035,0.000273291982649704,"Fgfr2/Pitx2",2
"GO:0055025","GO:0055025","positive regulation of cardiac muscle tissue development","2/7","54/21077",0.000134189434177439,0.00139440325080035,0.000273291982649704,"Fgfr2/Gata6",2
"GO:0046622","GO:0046622","positive regulation of organ growth","2/7","57/21077",0.000149590948307641,0.00151531268325859,0.000296989272869444,"Fgfr2/Gata6",2
"GO:0003170","GO:0003170","heart valve development","2/7","58/21077",0.00015490895581393,0.00151531268325859,0.000296989272869444,"Smad6/Pitx2",2
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","2/7","59/21077",0.000160318974456006,0.00151531268325859,0.000296989272869444,"Fgfr2/Gata6",2
"GO:0060711","GO:0060711","labyrinthine layer development","2/7","59/21077",0.000160318974456006,0.00151531268325859,0.000296989272869444,"Fgfr2/Cdx2",2
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","3/7","358/21077",0.00016167562101713,0.00151531268325859,0.000296989272869444,"Gata6/Smad6/Lefty1",3
"GO:0048286","GO:0048286","lung alveolus development","2/7","62/21077",0.000177100655875774,0.00159724742469094,0.000313047832630464,"Fgfr2/Gata6",2
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","2/7","62/21077",0.000177100655875774,0.00159724742469094,0.000313047832630464,"Fgfr2/Gata6",2
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","2/7","63/21077",0.000182878277802981,0.0016188114220338,0.000317274205155269,"Smad6/Lefty1",2
"GO:0009880","GO:0009880","embryonic pattern specification","2/7","64/21077",0.000188747690300125,0.00164038901751745,0.000321503242807868,"Fgfr2/Smad6",2
"GO:0060389","GO:0060389","pathway-restricted SMAD protein phosphorylation","2/7","66/21077",0.000200761710715706,0.00168358066179136,0.000329968462672167,"Smad6/Lefty1",2
"GO:0060425","GO:0060425","lung morphogenesis","2/7","66/21077",0.000200761710715706,0.00168358066179136,0.000329968462672167,"Fgfr2/Pitx2",2
"GO:0048645","GO:0048645","animal organ formation","2/7","73/21077",0.000245695710164159,0.00202487154238738,0.00039685876959365,"Fgfr2/Gata6",2
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","2/7","76/21077",0.000266324273948326,0.00210769441501572,0.000413091396028185,"Fgfr2/Pitx2",2
"GO:0007517","GO:0007517","muscle organ development","3/7","425/21077",0.000268256277843672,0.00210769441501572,0.000413091396028185,"Fgfr2/Gata6/Pitx2",3
"GO:0014855","GO:0014855","striated muscle cell proliferation","2/7","77/21077",0.000273382957596181,0.00210769441501572,0.000413091396028185,"Fgfr2/Gata6",2
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","2/7","77/21077",0.000273382957596181,0.00210769441501572,0.000413091396028185,"Fgfr2/Gata6",2
"GO:0014706","GO:0014706","striated muscle tissue development","3/7","450/21077",0.000317414428843179,0.00235628054932484,0.00046181230761927,"Fgfr2/Gata6/Pitx2",3
"GO:0045844","GO:0045844","positive regulation of striated muscle tissue development","2/7","84/21077",0.000325344176266609,0.00235628054932484,0.00046181230761927,"Fgfr2/Gata6",2
