"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","GO:0003002","regionalization","4/5","375/21077",4.86242428390405e-07,0.000139925981467755,2.00281708974273e-05,"Fgfr2/Cdx2/Lefty1/Pitx2",4
"GO:0009798","GO:0009798","axis specification","3/5","92/21077",7.99745594974188e-07,0.000139925981467755,2.00281708974273e-05,"Cdx2/Lefty1/Pitx2",3
"GO:0007389","GO:0007389","pattern specification process","4/5","469/21077",1.18917264703474e-06,0.000139925981467755,2.00281708974273e-05,"Fgfr2/Cdx2/Lefty1/Pitx2",4
"GO:0048565","GO:0048565","digestive tract development","3/5","122/21077",1.87618638416732e-06,0.000165573448402766,2.36991964315871e-05,"Fgfr2/Cdx2/Pitx2",3
"GO:0055123","GO:0055123","digestive system development","3/5","135/21077",2.54586982714855e-06,0.000179738409796688,2.57266845690801e-05,"Fgfr2/Cdx2/Pitx2",3
"GO:0048557","GO:0048557","embryonic digestive tract morphogenesis","2/5","20/21077",8.53973847825416e-06,0.00050242128047062,7.19135871852982e-05,"Fgfr2/Pitx2",2
"GO:0003007","GO:0003007","heart morphogenesis","3/5","276/21077",2.17846269645423e-05,0.00104585986207943,0.000149698146353996,"Fgfr2/Lefty1/Pitx2",3
"GO:0048566","GO:0048566","embryonic digestive tract development","2/5","33/21077",2.37022065060493e-05,0.00104585986207943,0.000149698146353996,"Fgfr2/Pitx2",2
"GO:0060412","GO:0060412","ventricular septum morphogenesis","2/5","51/21077",5.71376604415425e-05,0.00205735922301513,0.000294478135395039,"Fgfr2/Pitx2",2
"GO:0009948","GO:0009948","anterior/posterior axis specification","2/5","54/21077",6.41103440599616e-05,0.00205735922301513,0.000294478135395039,"Cdx2/Lefty1",2
"GO:0048546","GO:0048546","digestive tract morphogenesis","2/5","54/21077",6.41103440599616e-05,0.00205735922301513,0.000294478135395039,"Fgfr2/Pitx2",2
"GO:0060711","GO:0060711","labyrinthine layer development","2/5","59/21077",7.66182341720915e-05,0.00225385305522903,0.000322603091250912,"Fgfr2/Cdx2",2
"GO:0060425","GO:0060425","lung morphogenesis","2/5","66/21077",9.59887865633649e-05,0.00260646474283598,0.000373073826319151,"Fgfr2/Pitx2",2
"GO:0051145","GO:0051145","smooth muscle cell differentiation","2/5","73/21077",0.000117524819833294,0.00281112369701883,0.000402367489061887,"Fgfr2/Pitx2",2
"GO:0048568","GO:0048568","embryonic organ development","3/5","492/21077",0.000122078110889966,0.00281112369701883,0.000402367489061887,"Fgfr2/Cdx2/Pitx2",3
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","2/5","76/21077",0.000127416371536264,0.00281112369701883,0.000402367489061887,"Fgfr2/Pitx2",2
"GO:0003151","GO:0003151","outflow tract morphogenesis","2/5","84/21077",0.000155731841957615,0.00308624883295283,0.00044174726101606,"Fgfr2/Pitx2",2
"GO:0060411","GO:0060411","cardiac septum morphogenesis","2/5","86/21077",0.000163250614659677,0.00308624883295283,0.00044174726101606,"Fgfr2/Pitx2",2
"GO:0003281","GO:0003281","ventricular septum development","2/5","87/21077",0.000167075917095132,0.00308624883295283,0.00044174726101606,"Fgfr2/Pitx2",2
"GO:0060415","GO:0060415","muscle tissue morphogenesis","2/5","89/21077",0.000174858290818857,0.00308624883295283,0.00044174726101606,"Fgfr2/Pitx2",2
"GO:0001570","GO:0001570","vasculogenesis","2/5","94/21077",0.00019508228603165,0.00318840109187454,0.000456368726435002,"Fgfr2/Pitx2",2
"GO:0021761","GO:0021761","limbic system development","2/5","97/21077",0.000207742847345933,0.00318840109187454,0.000456368726435002,"Fgfr2/Pitx2",2
"GO:0048644","GO:0048644","muscle organ morphogenesis","2/5","97/21077",0.000207742847345933,0.00318840109187454,0.000456368726435002,"Fgfr2/Pitx2",2
"GO:0001892","GO:0001892","embryonic placenta development","2/5","114/21077",0.000286922112068194,0.0041945811226948,0.000600387338271509,"Fgfr2/Cdx2",2
"GO:0042476","GO:0042476","odontogenesis","2/5","116/21077",0.000297066651748924,0.0041945811226948,0.000600387338271509,"Fgfr2/Pitx2",2
"GO:0007368","GO:0007368","determination of left/right symmetry","2/5","122/21077",0.000328545324835796,0.00446063460257831,0.000638468647454179,"Lefty1/Pitx2",2
"GO:0003279","GO:0003279","cardiac septum development","2/5","129/21077",0.000367248824770935,0.00468013784608453,0.000669887033284799,"Fgfr2/Pitx2",2
"GO:0009855","GO:0009855","determination of bilateral symmetry","2/5","131/21077",0.000378697729040932,0.00468013784608453,0.000669887033284799,"Lefty1/Pitx2",2
"GO:0009799","GO:0009799","specification of symmetry","2/5","132/21077",0.000384487245145754,0.00468013784608453,0.000669887033284799,"Lefty1/Pitx2",2
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","2/5","146/21077",0.000470087465648183,0.00532817984389665,0.000762643901914535,"Fgfr2/Cdx2",2
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","2/5","147/21077",0.000476526049748992,0.00532817984389665,0.000762643901914535,"Fgfr2/Pitx2",2
"GO:0003231","GO:0003231","cardiac ventricle development","2/5","148/21077",0.000483007804545872,0.00532817984389665,0.000762643901914535,"Fgfr2/Pitx2",2
"GO:0001890","GO:0001890","placenta development","2/5","173/21077",0.000659045465732012,0.00672359360122042,0.00096237510916529,"Fgfr2/Cdx2",2
"GO:0035107","GO:0035107","appendage morphogenesis","2/5","174/21077",0.000666645257911373,0.00672359360122042,0.00096237510916529,"Fgfr2/Pitx2",2
"GO:0035108","GO:0035108","limb morphogenesis","2/5","174/21077",0.000666645257911373,0.00672359360122042,0.00096237510916529,"Fgfr2/Pitx2",2
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","2/5","186/21077",0.000761180116981972,0.007463793924851,0.00106832297120277,"Fgfr2/Pitx2",2
"GO:0003205","GO:0003205","cardiac chamber development","2/5","194/21077",0.000827619287551764,0.00787939547019337,0.00112780969902872,"Fgfr2/Pitx2",2
"GO:0048736","GO:0048736","appendage development","2/5","199/21077",0.000870528111437795,0.00787939547019337,0.00112780969902872,"Fgfr2/Pitx2",2
"GO:0060173","GO:0060173","limb development","2/5","199/21077",0.000870528111437795,0.00787939547019337,0.00112780969902872,"Fgfr2/Pitx2",2
"GO:0048762","GO:0048762","mesenchymal cell differentiation","2/5","218/21077",0.0010432630347015,0.00898039923090438,0.00128540081432357,"Fgfr2/Pitx2",2
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","2/5","223/21077",0.00109126011158866,0.00898039923090438,0.00128540081432357,"Fgfr2/Pitx2",2
"GO:0030324","GO:0030324","lung development","2/5","224/21077",0.00110098624214424,0.00898039923090438,0.00128540081432357,"Fgfr2/Pitx2",2
"GO:0030323","GO:0030323","respiratory tube development","2/5","227/21077",0.0011304178406695,0.00898039923090438,0.00128540081432357,"Fgfr2/Pitx2",2
"GO:0060348","GO:0060348","bone development","2/5","229/21077",0.00115024978795249,0.00898039923090438,0.00128540081432357,"Fgfr2/Pitx2",2
"GO:0048863","GO:0048863","stem cell differentiation","2/5","230/21077",0.00116022898884849,0.00898039923090438,0.00128540081432357,"Fgfr2/Pitx2",2
"GO:0009952","GO:0009952","anterior/posterior pattern specification","2/5","231/21077",0.00117025032470709,0.00898039923090438,0.00128540081432357,"Cdx2/Lefty1",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","2/5","242/21077",0.00128326238069595,0.0096381195826738,0.0013795429848467,"Fgfr2/Pitx2",2
"GO:0060541","GO:0060541","respiratory system development","2/5","255/21077",0.00142337065303407,0.0104677050108548,0.0014982848979306,"Fgfr2/Pitx2",2
"GO:0048738","GO:0048738","cardiac muscle tissue development","2/5","260/21077",0.00147914207818034,0.0106558602775033,0.00152521632121711,"Fgfr2/Pitx2",2
"GO:0060485","GO:0060485","mesenchyme development","2/5","274/21077",0.00164085170972595,0.0115844130706652,0.00165812383298622,"Fgfr2/Pitx2",2
"GO:0090596","GO:0090596","sensory organ morphogenesis","2/5","301/21077",0.0019757113472507,0.0136750216780294,0.00195736108705952,"Fgfr2/Pitx2",2
"GO:0048562","GO:0048562","embryonic organ morphogenesis","2/5","316/21077",0.00217475649793981,0.0140735621356627,0.00201440579249086,"Fgfr2/Pitx2",2
"GO:0003149","GO:0003149","membranous septum morphogenesis","1/5","10/21077",0.00237022885642924,0.0140735621356627,0.00201440579249086,"Fgfr2",1
"GO:0014807","GO:0014807","regulation of somitogenesis","1/5","10/21077",0.00237022885642924,0.0140735621356627,0.00201440579249086,"Cdx2",1
"GO:0021873","GO:0021873","forebrain neuroblast division","1/5","10/21077",0.00237022885642924,0.0140735621356627,0.00201440579249086,"Fgfr2",1
"GO:0060484","GO:0060484","lung-associated mesenchyme development","1/5","10/21077",0.00237022885642924,0.0140735621356627,0.00201440579249086,"Fgfr2",1
"GO:0071600","GO:0071600","otic vesicle morphogenesis","1/5","10/21077",0.00237022885642924,0.0140735621356627,0.00201440579249086,"Fgfr2",1
"GO:0043010","GO:0043010","camera-type eye development","2/5","341/21077",0.00252701546533642,0.0140735621356627,0.00201440579249086,"Fgfr2/Pitx2",2
"GO:0021860","GO:0021860","pyramidal neuron development","1/5","11/21077",0.00260700432781669,0.0140735621356627,0.00201440579249086,"Fgfr2",1
