"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048863","GO:0048863","stem cell differentiation","4/7","230/21077",4.71256733256562e-07,0.000381717953937815,9.27631674936602e-05,"Bmp4/Gbx2/Jarid2/Sox2",4
"GO:0021536","GO:0021536","diencephalon development","3/7","69/21077",1.16426492715436e-06,0.000471527295497515,0.000114588179672561,"Bmp4/Gbx2/Sox2",3
"GO:0001667","GO:0001667","ameboidal-type cell migration","4/7","410/21077",4.71512193375465e-06,0.00127308292211375,0.000309378176004252,"Bmp4/Gbx2/Fgf4/Lefty1",4
"GO:0097094","GO:0097094","craniofacial suture morphogenesis","2/7","16/21077",1.13206590780804e-05,0.00229243346331128,0.000557095591473956,"Bmp4/Fgf4",2
"GO:0007369","GO:0007369","gastrulation","3/7","171/21077",1.79317744473101e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2/Lefty1",3
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","3/7","186/21077",2.30601412919343e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Gbx2/Sox2",3
"GO:0048839","GO:0048839","inner ear development","3/7","208/21077",3.22027249773635e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Gbx2/Sox2",3
"GO:0002089","GO:0002089","lens morphogenesis in camera-type eye","2/7","28/21077",3.5592431893713e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2",2
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","3/7","223/21077",3.96377311521249e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Gbx2/Sox2",3
"GO:0030324","GO:0030324","lung development","3/7","224/21077",4.01700447095824e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2/Klf2",3
"GO:0030323","GO:0030323","respiratory tube development","3/7","227/21077",4.17952195973144e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2/Klf2",3
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","2/7","31/21077",4.37635597621076e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2",2
"GO:0009952","GO:0009952","anterior/posterior pattern specification","3/7","231/21077",4.40287329202008e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Gbx2/Lefty1",3
"GO:0043583","GO:0043583","ear development","3/7","238/21077",4.81240908512878e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Gbx2/Sox2",3
"GO:0001763","GO:0001763","morphogenesis of a branching structure","3/7","242/21077",5.05731373505375e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Gbx2/Sox2",3
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","2/7","34/21077",5.27735566327454e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Fgf4",2
"GO:0060541","GO:0060541","respiratory system development","3/7","255/21077",5.9096432451043e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2/Klf2",3
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","2/7","36/21077",5.92456666014487e-05,0.00266605499706519,0.000647891207863796,"Bmp4/Sox2",2
"GO:0021983","GO:0021983","pituitary gland development","2/7","39/21077",6.96511109157717e-05,0.00296933683377763,0.000721593226662011,"Bmp4/Sox2",2
"GO:0031128","GO:0031128","developmental induction","2/7","43/21077",8.48247600936574e-05,0.00343540278379312,0.000834854217763891,"Bmp4/Sox2",2
"GO:0090596","GO:0090596","sensory organ morphogenesis","3/7","301/21077",9.67295894699934e-05,0.00357390331384388,0.000868511916424698,"Bmp4/Gbx2/Sox2",3
"GO:0021532","GO:0021532","neural tube patterning","2/7","47/21077",0.000101481205207912,0.00357390331384388,0.000868511916424698,"Bmp4/Gbx2",2
"GO:0035137","GO:0035137","hindlimb morphogenesis","2/7","47/21077",0.000101481205207912,0.00357390331384388,0.000868511916424698,"Bmp4/Fgf4",2
"GO:0010862","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","2/7","49/21077",0.000110364589929496,0.00362023847309717,0.000879772052591515,"Bmp4/Lefty1",2
"GO:0048562","GO:0048562","embryonic organ morphogenesis","3/7","316/21077",0.000111735755342505,0.00362023847309717,0.000879772052591515,"Bmp4/Gbx2/Sox2",3
"GO:0060428","GO:0060428","lung epithelium development","2/7","52/21077",0.000124382623543033,0.00387499711807141,0.000941682210629438,"Bmp4/Klf2",2
"GO:0009948","GO:0009948","anterior/posterior axis specification","2/7","54/21077",0.000134189434177439,0.00402568302532318,0.000978301138057744,"Bmp4/Lefty1",2
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","2/7","56/21077",0.000144364996088215,0.00406542464199305,0.000987958944837816,"Bmp4/Sox2",2
"GO:0010463","GO:0010463","mesenchymal cell proliferation","2/7","57/21077",0.000149590948307641,0.00406542464199305,0.000987958944837816,"Bmp4/Fgf4",2
"GO:0001101","GO:0001101","response to acid chemical","3/7","354/21077",0.000156391713562584,0.00406542464199305,0.000987958944837816,"Sox2/Klf2/Lefty1",3
"GO:0001755","GO:0001755","neural crest cell migration","2/7","59/21077",0.000160318974456006,0.00406542464199305,0.000987958944837816,"Bmp4/Gbx2",2
"GO:0048286","GO:0048286","lung alveolus development","2/7","62/21077",0.000177100655875774,0.00406542464199305,0.000987958944837816,"Bmp4/Sox2",2
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","2/7","63/21077",0.000182878277802981,0.00406542464199305,0.000987958944837816,"Bmp4/Sox2",2
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","2/7","63/21077",0.000182878277802981,0.00406542464199305,0.000987958944837816,"Bmp4/Lefty1",2
