"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","9/14","138/8657",9.56827348131876e-14,3.8273093925275e-12,3.02156004673224e-12,"12159/26380/16468/16600/18999/20674/21423/13590/17869",9,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/12159/26380/16468/16600/18999/20674/21423/13590/17869"")"
"mmu05202","mmu05202","Transcriptional misregulation in cancer","4/14","183/8657",0.000163857771818544,0.00327715543637087,0.00258722797608227,"21423/67603/18109/17869",4,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05202/21423/67603/18109/17869"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","3/14","95/8657",0.000426901218905364,0.00569201625207152,0.00449369704110909,"12159/13590/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/12159/13590/17869"")"
"mmu05226","mmu05226","Gastric cancer","3/14","150/8657",0.00161315591220688,0.0139193623046684,0.0109889702405277,"12591/14175/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/12591/14175/17869"")"
"mmu04390","mmu04390","Hippo signaling pathway","3/14","154/8657",0.00173992028808355,0.0139193623046684,0.0109889702405277,"12159/20674/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/12159/20674/17869"")"
"mmu05221","mmu05221","Acute myeloid leukemia","2/14","70/8657",0.00550835352625713,0.0367223568417142,0.0289913343487217,"67603/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05221/67603/17869"")"
"mmu04010","mmu04010","MAPK signaling pathway","3/14","294/8657",0.0106844224962317,0.0610538428356096,0.0482004022386392,"67603/14175/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04010/67603/14175/17869"")"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","2/14","118/8657",0.0150633215452291,0.0753166077261455,0.0594604797837991,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04919/12159/17869"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/14","144/8657",0.0219357804567643,0.091198054229873,0.0719984638656892,"12159/16598",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159/16598"")"
"mmu05224","mmu05224","Breast cancer","2/14","147/8657",0.0227995135574683,0.091198054229873,0.0719984638656892,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/14175/17869"")"
"mmu05216","mmu05216","Thyroid cancer","1/14","37/8657",0.0582442933520984,0.194868351241032,0.153843435190288,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05216/17869"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","2/14","246/8657",0.0584605053723095,0.194868351241032,0.153843435190288,"21423/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/21423/17869"")"
"mmu05219","mmu05219","Bladder cancer","1/14","41/8657",0.0643485987851614,0.197995688569727,0.156312385712943,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05219/17869"")"
"mmu05213","mmu05213","Endometrial cancer","1/14","58/8657",0.0898842798763003,0.244664524419527,0.1931562034891,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05213/17869"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/14","63/8657",0.097270687418796,0.244664524419527,0.1931562034891,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05230","mmu05230","Central carbon metabolism in cancer","1/14","67/8657",0.103139692454884,0.244664524419527,0.1931562034891,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05230/17869"")"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","2/14","355/8657",0.110332811169602,0.244664524419527,0.1931562034891,"14175/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04151/14175/17869"")"
"mmu05218","mmu05218","Melanoma","1/14","72/8657",0.110426123555818,0.244664524419527,0.1931562034891,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu05220","mmu05220","Chronic myeloid leukemia","1/14","76/8657",0.116215649099275,0.244664524419527,0.1931562034891,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05220/17869"")"
"mmu04012","mmu04012","ErbB signaling pathway","1/14","84/8657",0.127689882763241,0.252773923410131,0.199558360586946,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04012/17869"")"
"mmu05210","mmu05210","Colorectal cancer","1/14","88/8657",0.133374980786468,0.252773923410131,0.199558360586946,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05210/17869"")"
"mmu05222","mmu05222","Small cell lung cancer","1/14","92/8657",0.139025657875572,0.252773923410131,0.199558360586946,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05222/17869"")"
