"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","6/7","138/8657",1.01708567768347e-10,3.76321700742885e-09,2.89066455762671e-09,"12159/26380/16600/18999/13590/17869",6,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04550/12159/26380/16600/18999/13590/17869"")"
"mmu04350","mmu04350","TGF-beta signaling pathway","3/7","95/8657",4.34063887861148e-05,0.000803018192543124,0.000616827630118473,"12159/13590/17869",3,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04350/12159/13590/17869"")"
"mmu04919","mmu04919","Thyroid hormone signaling pathway","2/7","118/8657",0.00369959179066009,0.0456282987514745,0.0350487643325693,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04919/12159/17869"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","2/7","144/8657",0.00546277860877415,0.0460762061925447,0.035392818412481,"12159/18613",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159/18613"")"
"mmu04390","mmu04390","Hippo signaling pathway","2/7","154/8657",0.00622651435034388,0.0460762061925447,0.035392818412481,"12159/17869",2,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04390/12159/17869"")"
"mmu05216","mmu05216","Thyroid cancer","1/7","37/8657",0.0295472079034574,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05216/17869"")"
"mmu05219","mmu05219","Bladder cancer","1/7","41/8657",0.0326962003993714,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05219/17869"")"
"mmu05144","mmu05144","Malaria","1/7","56/8657",0.0444270478873954,0.166695913136637,0.128045224884472,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05144/18613"")"
"mmu05213","mmu05213","Endometrial cancer","1/7","58/8657",0.045981908319665,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05213/17869"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/7","63/8657",0.0498595752445862,0.166695913136637,0.128045224884472,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05230","mmu05230","Central carbon metabolism in cancer","1/7","67/8657",0.0529519744414528,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05230/17869"")"
"mmu05221","mmu05221","Acute myeloid leukemia","1/7","70/8657",0.0552656086798566,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05221/17869"")"
"mmu05220","mmu05220","Chronic myeloid leukemia","1/7","76/8657",0.0598783463197224,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05220/17869"")"
"mmu04012","mmu04012","ErbB signaling pathway","1/7","84/8657",0.0659986244787545,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04012/17869"")"
"mmu05210","mmu05210","Colorectal cancer","1/7","88/8657",0.0690459347997624,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05210/17869"")"
"mmu05222","mmu05222","Small cell lung cancer","1/7","92/8657",0.0720847191942212,0.166695913136637,0.128045224884472,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05222/17869"")"
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/7","115/8657",0.0893932680260541,0.185501674230647,0.142490617474466,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04670/18613"")"
"mmu04110","mmu04110","Cell cycle","1/7","123/8657",0.0953484007088147,0.185501674230647,0.142490617474466,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04110/17869"")"
"mmu05224","mmu05224","Breast cancer","1/7","147/8657",0.113013947527488,0.185501674230647,0.142490617474466,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/17869"")"
"mmu05226","mmu05226","Gastric cancer","1/7","150/8657",0.115201206671788,0.185501674230647,0.142490617474466,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05226/17869"")"
"mmu05160","mmu05160","Hepatitis C","1/7","160/8657",0.122458715153042,0.185501674230647,0.142490617474466,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05160/17869"")"
"mmu04310","mmu04310","Wnt signaling pathway","1/7","162/8657",0.123904077029002,0.185501674230647,0.142490617474466,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04310/17869"")"
