"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048863","GO:0048863","stem cell differentiation","7/12","230/21077",1.27162900959799e-11,1.5157817794408e-08,4.64479227716318e-09,"Bmp4/Esrrb/Gbx2/Jarid2/Nanog/Pou5f1/Pitx2",7
"GO:0019827","GO:0019827","stem cell population maintenance","6/12","166/21077",1.93678492801358e-10,8.88789419639691e-08,2.72350696410255e-08,"Esrrb/Klf4/Nanog/Pou5f1/Cdx2/Fgf4",6
"GO:0098727","GO:0098727","maintenance of cell number","6/12","170/21077",2.23688612325426e-10,8.88789419639691e-08,2.72350696410255e-08,"Esrrb/Klf4/Nanog/Pou5f1/Cdx2/Fgf4",6
"GO:0007389","GO:0007389","pattern specification process","7/12","469/21077",1.85834292651969e-09,5.53786192102869e-07,1.69696051447983e-07,"Bmp4/Gbx2/Nanog/Pou5f1/Cdx2/Lefty1/Pitx2",7
"GO:0051302","GO:0051302","regulation of cell division","5/12","159/21077",1.7407390959923e-08,4.14992200484564e-06,1.27165571854595e-06,"Esrrb/Nanog/Pou5f1/Fgf4/Myc",5
"GO:0007369","GO:0007369","gastrulation","5/12","171/21077",2.50743998181349e-08,4.3818145999274e-06,1.34271429369022e-06,"Bmp4/Klf4/Nanog/Pou5f1/Lefty1",5
"GO:0003002","GO:0003002","regionalization","6/12","375/21077",2.57321327176945e-08,4.3818145999274e-06,1.34271429369022e-06,"Bmp4/Gbx2/Pou5f1/Cdx2/Lefty1/Pitx2",6
"GO:0001667","GO:0001667","ameboidal-type cell migration","6/12","410/21077",4.37245223950308e-08,6.5149538368596e-06,1.99636964093101e-06,"Bmp4/Gbx2/Klf4/Fgf4/Lefty1/Pitx2",6
"GO:0001710","GO:0001710","mesodermal cell fate commitment","3/12","18/21077",1.14501816747878e-07,1.39485951744122e-05,4.27425161208144e-06,"Bmp4/Nanog/Pou5f1",3
"GO:0032526","GO:0032526","response to retinoic acid","4/12","85/21077",1.18956168285182e-07,1.39485951744122e-05,4.27425161208144e-06,"Klf4/Nanog/Pou5f1/Lefty1",4
"GO:0048568","GO:0048568","embryonic organ development","6/12","492/21077",1.28720257481992e-07,1.39485951744122e-05,4.27425161208144e-06,"Bmp4/Esrrb/Gbx2/Cdx2/Pitx2/Myc",6
"GO:0009798","GO:0009798","axis specification","4/12","92/21077",1.63807218178165e-07,1.62715170056978e-05,4.98606181647573e-06,"Bmp4/Cdx2/Lefty1/Pitx2",4
"GO:0048333","GO:0048333","mesodermal cell differentiation","3/12","23/21077",2.48110389224926e-07,2.27498141504702e-05,6.97119879036838e-06,"Bmp4/Nanog/Pou5f1",3
"GO:0001829","GO:0001829","trophectodermal cell differentiation","3/12","25/21077",3.22014832767328e-07,2.74172629041897e-05,8.40143962182428e-06,"Esrrb/Pou5f1/Cdx2",3
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","3/12","31/21077",6.28120022215766e-07,4.90664862009722e-05,1.50353856514812e-05,"Bmp4/Nanog/Pou5f1",3
"GO:0010453","GO:0010453","regulation of cell fate commitment","3/12","32/21077",6.92875853382974e-07,4.90664862009722e-05,1.50353856514812e-05,"Bmp4/Nanog/Pou5f1",3
"GO:0045995","GO:0045995","regulation of embryonic development","4/12","132/21077",6.99773712597758e-07,4.90664862009722e-05,1.50353856514812e-05,"Bmp4/Klf4/Nanog/Cdx2",4
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","3/12","34/21077",8.35385524124525e-07,5.53210858198019e-05,1.69519752556263e-05,"Bmp4/Fgf4/Pitx2",3
"GO:0035137","GO:0035137","hindlimb morphogenesis","3/12","47/21077",2.25425248872938e-06,0.000141424682450812,4.33365990908086e-05,"Bmp4/Fgf4/Pitx2",3
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","4/12","186/21077",2.75029813136613e-06,0.000163917768629421,5.02291290307393e-05,"Bmp4/Gbx2/Pitx2/Myc",4
"GO:0009948","GO:0009948","anterior/posterior axis specification","3/12","54/21077",3.44058810064577e-06,0.000195294334093798,5.98438130789014e-05,"Bmp4/Cdx2/Lefty1",3
"GO:0035019","GO:0035019","somatic stem cell population maintenance","3/12","55/21077",3.63791698701245e-06,0.000197108956750856,6.03998657652306e-05,"Nanog/Pou5f1/Cdx2",3
"GO:0010463","GO:0010463","mesenchymal cell proliferation","3/12","57/21077",4.05478230841081e-06,0.000206405485397772,6.32485901033441e-05,"Bmp4/Fgf4/Myc",3
"GO:0051099","GO:0051099","positive regulation of binding","4/12","208/21077",4.28710128642944e-06,0.000206405485397772,6.32485901033441e-05,"Bmp4/Klf4/Pitx2/Myc",4
"GO:0001755","GO:0001755","neural crest cell migration","3/12","59/21077",4.50213307075677e-06,0.000206405485397772,6.32485901033441e-05,"Bmp4/Gbx2/Pitx2",3
