"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051145","GO:0051145","smooth muscle cell differentiation","4/7","73/21077",4.59781135289201e-09,2.31542108953396e-06,5.91642770511069e-07,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:0003007","GO:0003007","heart morphogenesis","5/7","276/21077",7.63391700961396e-09,2.31542108953396e-06,5.91642770511069e-07,"Bmp4/Gata6/Smad6/Lefty1/Pitx2",5
"GO:0003151","GO:0003151","outflow tract morphogenesis","4/7","84/21077",8.14048233911216e-09,2.31542108953396e-06,5.91642770511069e-07,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:0060411","GO:0060411","cardiac septum morphogenesis","4/7","86/21077",8.95714154558591e-09,2.31542108953396e-06,5.91642770511069e-07,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:0009798","GO:0009798","axis specification","4/7","92/21077",1.17776530167977e-08,2.43561864387376e-06,6.22355980466571e-07,"Bmp4/Smad6/Lefty1/Pitx2",4
"GO:0003279","GO:0003279","cardiac septum development","4/7","129/21077",4.62097910019192e-08,7.9634873159974e-06,2.03485220025995e-06,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","4/7","147/21077",7.82107099129983e-08,1.0554695403702e-05,2.69696482370886e-06,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","3/7","29/21077",8.1661086295567e-08,1.0554695403702e-05,2.69696482370886e-06,"Bmp4/Gata6/Smad6",3
"GO:0035886","GO:0035886","vascular smooth muscle cell differentiation","3/7","36/21077",1.5940856922391e-07,1.83142733975025e-05,4.67971355265514e-06,"Gata6/Smad6/Pitx2",3
"GO:0035051","GO:0035051","cardiocyte differentiation","4/7","182/21077",1.84501582611625e-07,1.90774636420421e-05,4.87472602479137e-06,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:0003205","GO:0003205","cardiac chamber development","4/7","194/21077",2.38353122313786e-07,2.24051934974959e-05,5.7250367177761e-06,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:1902893","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","3/7","45/21077",3.16401696461082e-07,2.72632795117299e-05,6.96638822909926e-06,"Bmp4/Gata6/Smad6",3
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","4/7","232/21077",4.87862137977477e-07,3.6358656702574e-05,9.29046404595955e-06,"Bmp4/Gata6/Smad6/Lefty1",4
"GO:0061614","GO:0061614","pri-miRNA transcription by RNA polymerase II","3/7","52/21077",4.92283553032916e-07,3.6358656702574e-05,9.29046404595955e-06,"Bmp4/Gata6/Smad6",3
