"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043583","GO:0043583","ear development","6/13","238/21077",3.12634932163836e-09,3.94232649458597e-06,1.33610297324755e-06,"Bmp4/Esrrb/Gbx2/Sox2/Mycn/Myc",6
"GO:0010463","GO:0010463","mesenchymal cell proliferation","4/13","57/21077",3.37398307450342e-08,1.70145428412032e-05,5.76643799284485e-06,"Bmp4/Fgf4/Mycn/Myc",4
"GO:0007369","GO:0007369","gastrulation","5/13","171/21077",4.04786903438616e-08,1.70145428412032e-05,5.76643799284485e-06,"Bmp4/Klf4/Sox2/Tcf3/Lefty1",5
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","5/13","186/21077",6.16341340954963e-08,1.94301607736052e-05,6.58512064283461e-06,"Bmp4/Gbx2/Sox2/Mycn/Myc",5
"GO:0001667","GO:0001667","ameboidal-type cell migration","6/13","410/21077",7.98706593716033e-08,2.01433802935183e-05,6.82683951681493e-06,"Bmp4/Gbx2/Klf4/Fgf4/Lefty1/Pecam1",6
"GO:0048839","GO:0048839","inner ear development","5/13","208/21077",1.07656339136591e-07,2.26257739418735e-05,7.66815327885192e-06,"Bmp4/Esrrb/Gbx2/Sox2/Mycn",5
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","5/13","223/21077",1.52263750029879e-07,2.74292269696681e-05,9.29610263340311e-06,"Bmp4/Gbx2/Sox2/Mycn/Myc",5
"GO:0048863","GO:0048863","stem cell differentiation","5/13","230/21077",1.77559280615335e-07,2.79877816069921e-05,9.4854036749771e-06,"Bmp4/Esrrb/Gbx2/Jarid2/Sox2",5
"GO:0001763","GO:0001763","morphogenesis of a branching structure","5/13","242/21077",2.28595826268101e-07,2.95498622612195e-05,1.00148120356068e-05,"Bmp4/Gbx2/Sox2/Mycn/Myc",5
"GO:0048568","GO:0048568","embryonic organ development","6/13","492/21077",2.34336734823311e-07,2.95498622612195e-05,1.00148120356068e-05,"Bmp4/Esrrb/Gbx2/Sox2/Mycn/Myc",6
"GO:0048562","GO:0048562","embryonic organ morphogenesis","5/13","316/21077",8.55891001770555e-07,9.81162321120609e-05,3.32527987290761e-05,"Bmp4/Gbx2/Sox2/Mycn/Myc",5
"GO:0060562","GO:0060562","epithelial tube morphogenesis","5/13","379/21077",2.09282072746601e-06,0.00021992057811122,7.45337908202809e-05,"Bmp4/Gbx2/Sox2/Mycn/Myc",5
"GO:0019827","GO:0019827","stem cell population maintenance","4/13","166/21077",2.51030550257887e-06,0.00023079562705742,7.82194787639823e-05,"Esrrb/Klf4/Sox2/Fgf4",4
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","3/13","45/21077",2.56236223537183e-06,0.00023079562705742,7.82194787639823e-05,"Bmp4/Mycn/Myc",3
"GO:0098727","GO:0098727","maintenance of cell number","4/13","170/21077",2.75974134420111e-06,0.000232002255669173,7.86284200523264e-05,"Esrrb/Klf4/Sox2/Fgf4",4
"GO:0043542","GO:0043542","endothelial cell migration","4/13","202/21077",5.47225856190781e-06,0.000431282377910359,0.000146166906324643,"Bmp4/Klf4/Fgf4/Pecam1",4
"GO:0021536","GO:0021536","diencephalon development","3/13","69/21077",9.38051681830867e-06,0.000695813629875719,0.000235819803605778,"Bmp4/Gbx2/Sox2",3
