"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","GO:0003002","regionalization","7/13","375/21077",8.35480034092618e-10,1.07609828391129e-06,3.24518034294922e-07,"Bmp4/Fgfr2/Gbx2/Pou5f1/Smad6/Cdx2/Lefty1",7
"GO:0048863","GO:0048863","stem cell differentiation","6/13","230/21077",2.5466723045189e-09,1.64005696411017e-06,4.9459056861446e-07,"Bmp4/Esrrb/Fgfr2/Gbx2/Jarid2/Pou5f1",6
"GO:0007389","GO:0007389","pattern specification process","7/13","469/21077",3.94926332875485e-09,1.69555038914542e-06,5.11325673091418e-07,"Bmp4/Fgfr2/Gbx2/Pou5f1/Smad6/Cdx2/Lefty1",7
"GO:0051302","GO:0051302","regulation of cell division","5/13","159/21077",2.81148989309182e-08,7.23259912305097e-06,2.18112869925287e-06,"Esrrb/Fgfr2/Pou5f1/Fgf4/Myc",5
"GO:0010463","GO:0010463","mesenchymal cell proliferation","4/13","57/21077",3.37398307450342e-08,7.23259912305097e-06,2.18112869925287e-06,"Bmp4/Fgfr2/Fgf4/Myc",4
"GO:0019827","GO:0019827","stem cell population maintenance","5/13","166/21077",3.48897713843565e-08,7.23259912305097e-06,2.18112869925287e-06,"Esrrb/Klf4/Pou5f1/Cdx2/Fgf4",5
"GO:0098727","GO:0098727","maintenance of cell number","5/13","170/21077",3.93076039296249e-08,7.23259912305097e-06,2.18112869925287e-06,"Esrrb/Klf4/Pou5f1/Cdx2/Fgf4",5
"GO:0097094","GO:0097094","craniofacial suture morphogenesis","3/13","16/21077",1.021717720739e-07,1.6449655303898e-05,4.96070840727227e-06,"Bmp4/Fgfr2/Fgf4",3
"GO:0033002","GO:0033002","muscle cell proliferation","5/13","237/21077",2.0608291598563e-07,2.53114112672167e-05,7.63314053416391e-06,"Bmp4/Fgfr2/Jarid2/Klf4/Myc",5
"GO:0043583","GO:0043583","ear development","5/13","238/21077",2.10438207115758e-07,2.53114112672167e-05,7.63314053416391e-06,"Bmp4/Esrrb/Fgfr2/Gbx2/Myc",5
"GO:0048568","GO:0048568","embryonic organ development","6/13","492/21077",2.34336734823311e-07,2.53114112672167e-05,7.63314053416391e-06,"Bmp4/Esrrb/Fgfr2/Gbx2/Cdx2/Myc",6
"GO:0009798","GO:0009798","axis specification","4/13","92/21077",2.35820601868478e-07,2.53114112672167e-05,7.63314053416391e-06,"Bmp4/Smad6/Cdx2/Lefty1",4
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","4/13","101/21077",3.43529353106301e-07,2.97321279206365e-05,8.96629225458881e-06,"Bmp4/Fgfr2/Pou5f1/Myc",4
"GO:0001657","GO:0001657","ureteric bud development","4/13","104/21077",3.86479963004174e-07,2.97321279206365e-05,8.96629225458881e-06,"Bmp4/Fgfr2/Smad6/Myc",4
"GO:0072163","GO:0072163","mesonephric epithelium development","4/13","104/21077",3.86479963004174e-07,2.97321279206365e-05,8.96629225458881e-06,"Bmp4/Fgfr2/Smad6/Myc",4
"GO:0072164","GO:0072164","mesonephric tubule development","4/13","104/21077",3.86479963004174e-07,2.97321279206365e-05,8.96629225458881e-06,"Bmp4/Fgfr2/Smad6/Myc",4
"GO:0001829","GO:0001829","trophectodermal cell differentiation","3/13","25/21077",4.18291564737624e-07,2.97321279206365e-05,8.96629225458881e-06,"Esrrb/Pou5f1/Cdx2",3
"GO:0001823","GO:0001823","mesonephros development","4/13","107/21077",4.33312070256891e-07,2.97321279206365e-05,8.96629225458881e-06,"Bmp4/Fgfr2/Smad6/Myc",4
"GO:0003007","GO:0003007","heart morphogenesis","5/13","276/21077",4.38595054729886e-07,2.97321279206365e-05,8.96629225458881e-06,"Bmp4/Fgfr2/Pou5f1/Smad6/Lefty1",5
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","3/13","29/21077",6.63592173651548e-07,4.27353359831597e-05,1.28876585303906e-05,"Bmp4/Fgfr2/Smad6",3
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","5/13","329/21077",1.04401375666958e-06,6.40328437424011e-05,1.93103296346404e-05,"Bmp4/Fgfr2/Klf4/Fgf4/Myc",5
"GO:0072073","GO:0072073","kidney epithelium development","4/13","142/21077",1.34687931868797e-06,7.88536619304594e-05,2.37798310332948e-05,"Bmp4/Fgfr2/Smad6/Myc",4
"GO:0010092","GO:0010092","specification of animal organ identity","3/13","39/21077",1.65380705725284e-06,9.26131952061592e-05,2.79292816533776e-05,"Bmp4/Fgfr2/Pou5f1",3
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","4/13","166/21077",2.51030550257887e-06,0.000132012902366357,3.98110174674614e-05,"Bmp4/Fgfr2/Klf4/Myc",4
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","3/13","45/21077",2.56236223537183e-06,0.000132012902366357,3.98110174674614e-05,"Bmp4/Fgfr2/Myc",3
"GO:0007369","GO:0007369","gastrulation","4/13","171/21077",2.82487338381446e-06,0.000134756922901964,4.06385293811904e-05,"Bmp4/Klf4/Pou5f1/Lefty1",4
"GO:0048659","GO:0048659","smooth muscle cell proliferation","4/13","171/21077",2.82487338381446e-06,0.000134756922901964,4.06385293811904e-05,"Bmp4/Fgfr2/Klf4/Myc",4
